replicate,label_seed,n_basis,regularization_strength,n_train,n_validation,n_test,validation_parent_nrmse,validation_unweighted_nrmse,parent_test_nrmse,unweighted_test_nrmse,test_median_direction_error_deg,test_vector_gain,observed_octant_nrmse_std,observed_worst_octant_nrmse,observed_octant_nrmse_range,query_region_nrmse,query_region_median_direction_error_deg,query_region_vector_gain,query_octant_nrmse_std,query_worst_octant_nrmse,query_octant_nrmse_range,query_common_nrmse,query_near_boundary_nrmse,query_far_boundary_nrmse
8,20270213,512,0.01,7009,1501,1503,0.0907294539962986,0.0662757145811909,0.0969120267441118,0.0709555074744817,1.2610151394433349,0.9940649038399691,0.0367588597656778,0.1627801667769444,0.132544937539488,0.0675854100848507,2.163200555497726,0.99305748755078,0.0177476415493239,0.0938623226426738,0.0583729352984666,0.034835738869779,0.0621431037561555,0.0740511316267785
8,20270213,1024,0.01,7009,1501,1503,0.0545720808812737,0.0405534620034667,0.0619655608926793,0.0455612792282783,0.8010398887717056,0.998159118395423,0.021990863562455,0.0949922748787878,0.070993559428841,0.0487393861558853,1.6015856158065265,0.9977412573084776,0.012517671636205,0.0607084326600211,0.034316541162763,0.0292391154297708,0.043410181797308,0.0559045803476271
8,20270213,1536,0.01,7009,1501,1503,0.0440004489165031,0.0325015018067945,0.0502477571805576,0.0367420144420769,0.5804841662450656,0.9981135937419195,0.0211273769358799,0.0736948338988179,0.0609903359561058,0.0357981117267284,1.2111178576172,0.9976897830409552,0.0087971294135922,0.0467960789865158,0.0282762485661955,0.0204655212028112,0.0353174314735468,0.0374112934122977
8,20270213,2048,0.01,7009,1501,1503,0.0333967618821567,0.0247353844325125,0.0457698368666913,0.0331599543150263,0.4390859815901704,0.998930419506976,0.0225001651435249,0.0756687787355495,0.0642904626432695,0.0326275888969016,1.0275392627212845,0.9993879253762196,0.0071420204583565,0.0457101917141934,0.0235528015083664,0.0210588321018543,0.033067288675642,0.0326008946796143
8,20270213,2560,0.01,7009,1501,1503,0.0318392455424312,0.0236422861162791,0.0390584628875329,0.0283482781323483,0.3731273156658277,0.9984699992621768,0.0179757714058454,0.0623184127178449,0.0519737279216649,0.0307634274544191,1.0128447089855166,0.9992929140119834,0.0055563553096541,0.038086391528703,0.0177070033424347,0.0231633665174346,0.0323780114385146,0.0295900542106166
8,20270213,3072,0.01,7009,1501,1503,0.0348502581094361,0.0252939574597249,0.0377246032698002,0.0273401618234329,0.3245341887615255,0.9981785730563006,0.0178096318171656,0.0584817700679767,0.0500871559476582,0.0305056641447757,0.9946590545130608,0.9991138869130264,0.0056538064557259,0.0391599317240072,0.016215402688981,0.0229446794523696,0.033295165120302,0.0292834747880171
8,20270213,3584,0.01,7009,1501,1503,0.0361063565092295,0.0261929522036569,0.0398932289892101,0.0288728389319926,0.3390441044517331,0.99798146325735,0.0198780851200225,0.0628743847268942,0.0534490076624585,0.0308040065183682,0.975016194413486,0.999340360075468,0.0053806742503836,0.039914354243539,0.0165312794786227,0.0235128997984945,0.0332683982031677,0.0302258128443177
8,20270213,4096,0.01,7009,1501,1503,0.0374115220732728,0.0273393909180505,0.0428321650192573,0.030898074572868,0.346118742183484,0.9980150132823746,0.0208623465462611,0.0705380727258793,0.0607826878212491,0.0328265142066283,1.0253597587454308,0.9988616041169278,0.0079139860183004,0.0436009536643205,0.02338210981385,0.0243351359396666,0.0355319308297247,0.032387778108529
9,20270223,512,0.01,7009,1501,1503,0.0860910394801202,0.0630452801115123,0.0846234921055522,0.0625307973242059,1.33210695865714,0.9960030102188308,0.0253725470218843,0.0993504018427908,0.0770120650835949,0.0676400906123126,2.272795631599209,0.9933131169595524,0.0177869431213379,0.0932620965864506,0.0593525959675652,0.0357442476721734,0.0614962845519994,0.0744235236307262
9,20270223,1024,0.01,7009,1501,1503,0.0534341164727017,0.0396397950432849,0.0516241044498024,0.0386777956162144,0.7714499962779445,0.9988914195345752,0.0156306264072731,0.0583742075206647,0.0419900976831512,0.0492502983480433,1.6551672844707452,0.99810197662111,0.0135588618960301,0.0641650268309463,0.0395292404533597,0.0294009122823433,0.0435821433252682,0.0572834550712259
9,20270223,1536,0.01,7009,1501,1503,0.041701819244564,0.0311601144918573,0.0424403402259836,0.0316957996643954,0.580933423984993,1.0000884086022372,0.0154276160803208,0.0566578524313878,0.045443726465352,0.0354724696093418,1.2051764990089242,0.9978157173817968,0.0089459242388491,0.0474265921250199,0.0294634440978705,0.0208338461569084,0.0355058166316751,0.0369980789927017
9,20270223,2048,0.01,7009,1501,1503,0.03262516241198,0.0244240370748369,0.0336721357703127,0.0249263622169195,0.4437627219267976,1.0002368133463673,0.0112490238370897,0.0438167673092159,0.0356226885835517,0.0322274925467111,1.082005768915052,0.999784069256718,0.0072939499368565,0.0442690368174367,0.0221546126410207,0.0201208595310618,0.032915573081107,0.0322545465585072
9,20270223,2560,0.01,7009,1501,1503,0.0295492480983956,0.0220913937458947,0.0285146901433762,0.0213417458620107,0.3902828968141476,0.999555726757316,0.0089838789354427,0.0408270461357103,0.0329372043614049,0.030553008871217,1.041350465060666,0.999558947397316,0.006286469196009,0.0385923859084756,0.0187613866589334,0.0207040935131985,0.0321876468234804,0.0292249528160263
9,20270223,3072,0.01,7009,1501,1503,0.0300569063259684,0.0222784318203667,0.0287861252968975,0.0212815706193801,0.3352053610081989,0.9995459140758032,0.0091339972598749,0.0399295449046136,0.0325234799955351,0.030559196462273,1.0560565438956009,0.9990637941769842,0.0060766132329541,0.0392666777878623,0.0171468970429251,0.0211509908874902,0.0335153377520691,0.0294017390791058
9,20270223,3584,0.01,7009,1501,1503,0.0314841001273353,0.0231322160501474,0.0293507762579467,0.0216697113618569,0.3322554424779755,0.999222151373285,0.0093314606567099,0.0384148538133223,0.0310323604169949,0.0309357530337915,0.9056605131370296,0.9994308901447544,0.0050069027888669,0.0383440698206175,0.0157210738873933,0.0227844129131648,0.0342231041968351,0.0309476453470355
