minimum_validation_basis,minimum_validation_mean,minimum_validation_sem,one_standard_error_threshold,one_standard_error_basis,practical_plateau_basis,plateau_found
2560,0.03507758882858318,0.0011362642035448712,0.036213853032128054,2560,2560,True
