scale,n_replicates,n_parameters_mean,n_parameters_std,numerical_rank_mean,numerical_rank_std,nullity_mean,nullity_std,condition_number_mean,condition_number_std,stable_rank_mean,stable_rank_std,entropy_effective_rank_mean,entropy_effective_rank_std,effective_degrees_of_freedom_mean,effective_degrees_of_freedom_std,effective_degrees_of_freedom_fraction_mean,effective_degrees_of_freedom_fraction_std,affine_mode_scale_mean,affine_mode_scale_std
fine,5,514.0,0.0,514.0,0.0,0.0,0.0,121.77933138354904,4.6952332520420486,54.766286068396674,4.498384310976599,283.1083161745921,0.916712681211448,438.00645702290774,41.48993624719181,0.8521526401223888,0.0807197203252759,0.06065027573633732,0.00020289043897774313
fiducial,5,514.0,0.0,514.0,0.0,0.0,0.0,121.77933138354904,4.6952332520420486,54.766286068396674,4.498384310976599,283.1083161745921,0.916712681211448,456.6369096565696,50.718862416053284,0.8883986569193961,0.09867482960321648,0.06065027573633732,0.00020289043897774313
coarse,5,514.0,0.0,514.0,0.0,0.0,0.0,121.77933138354904,4.6952332520420486,54.766286068396674,4.498384310976599,283.1083161745921,0.916712681211448,475.2922598565402,50.52055767231133,0.9246931125613622,0.09828902270877689,0.06065027573633732,0.00020289043897774313
