replicate,label_seed,model,n_basis,regularization_strength,parent_n,parent_rmse_3d,parent_normalized_rmse,parent_rmse_x,parent_rmse_y,parent_rmse_z,parent_corr_x,parent_corr_y,parent_corr_z,parent_median_direction_error_deg,parent_p90_direction_error_deg,parent_median_abs_relative_speed_error,parent_mean_residual_x,parent_mean_residual_y,parent_mean_residual_z,parent_mean_residual_magnitude,parent_calibration_slope_x,parent_calibration_intercept_x,parent_calibration_slope_origin_x,parent_calibration_slope_y,parent_calibration_intercept_y,parent_calibration_slope_origin_y,parent_calibration_slope_z,parent_calibration_intercept_z,parent_calibration_slope_origin_z,parent_vector_gain_through_origin,unweighted_n,unweighted_rmse_3d,unweighted_normalized_rmse,unweighted_rmse_x,unweighted_rmse_y,unweighted_rmse_z,unweighted_corr_x,unweighted_corr_y,unweighted_corr_z,unweighted_median_direction_error_deg,unweighted_p90_direction_error_deg,unweighted_median_abs_relative_speed_error,unweighted_mean_residual_x,unweighted_mean_residual_y,unweighted_mean_residual_z,unweighted_mean_residual_magnitude,unweighted_calibration_slope_x,unweighted_calibration_intercept_x,unweighted_calibration_slope_origin_x,unweighted_calibration_slope_y,unweighted_calibration_intercept_y,unweighted_calibration_slope_origin_y,unweighted_calibration_slope_z,unweighted_calibration_intercept_z,unweighted_calibration_slope_origin_z,unweighted_vector_gain_through_origin,query_primary_n,query_primary_rmse_3d,query_primary_normalized_rmse,query_primary_rmse_x,query_primary_rmse_y,query_primary_rmse_z,query_primary_corr_x,query_primary_corr_y,query_primary_corr_z,query_primary_median_direction_error_deg,query_primary_p90_direction_error_deg,query_primary_median_abs_relative_speed_error,query_primary_mean_residual_x,query_primary_mean_residual_y,query_primary_mean_residual_z,query_primary_mean_residual_magnitude,query_primary_calibration_slope_x,query_primary_calibration_intercept_x,query_primary_calibration_slope_origin_x,query_primary_calibration_slope_y,query_primary_calibration_intercept_y,query_primary_calibration_slope_origin_y,query_primary_calibration_slope_z,query_primary_calibration_intercept_z,query_primary_calibration_slope_origin_z,query_primary_vector_gain_through_origin
1,20261202,naive,512,0.01,1489.0,38.78004879853357,0.0912537392835728,22.37278550894122,20.65151100866501,24.01802961207563,0.9900547072302044,0.9964357822910602,0.9914228396686906,2.023220549178673,8.140590041934496,0.018171689412382,0.3051564066094059,0.4052647262810041,-0.4701854526820057,0.6916894467722959,0.9772766185492532,1.513688713403177,0.9801412327102432,0.9976924270541512,0.8625151478921396,0.9994191092823556,0.9777268410641444,2.6646195949102776,0.9847348084081504,0.9920680516759668,1489.0,27.505409813775596,0.0603979112588682,15.578680153836649,14.855104796048687,17.12244594637721,0.9908475086914384,0.997504944380498,0.9942545579350036,0.9957022773484386,4.62928249472371,0.0090029941746046,0.1646468519908528,0.3743790520107557,-0.2070714949937707,0.4584177837888983,0.9796611499937524,1.6425316539109789,0.9860798006181968,0.99777688112962,1.0532516609611662,1.000117172170332,0.986129203719002,2.020696821056561,0.9924474504927272,0.9969590092055408,266.0,25.772803959180703,0.0613116819588262,12.229651308012324,14.193274403188523,17.698135905190313,0.9951840897217245,0.9975547276028144,0.9948813637738252,1.8166224964307165,5.333765483398004,0.0179604638759153,2.5483194514985006,3.355739697537935,0.860756972476315,4.300677099037337,0.9806437712990012,4.027175721944943,0.9955945277567544,0.9950983985825042,4.563664470077981,1.0063824730929125,0.99031398699052,2.4181315786363484,0.9972010785772794,1.0021926752043793
1,20261202,loss_weighted,512,0.01,1489.0,38.30725556499778,0.0901412045703688,22.05113306187116,20.46488552766764,23.71459086615596,0.9903359884210196,0.9964981982147768,0.9916333747412768,2.104034706642275,8.253461558270349,0.0194540625852274,0.1931494009816869,0.1931756204460744,-0.549002681737883,0.6132107761526191,0.9791468987588742,1.3022117384408602,0.981611298574711,0.9976082063719208,0.6671145469764213,0.9989437131572284,0.9797844252983332,2.2962105094968592,0.9858234742853832,0.9923588489906264,1489.0,28.35846151046756,0.0622710896999407,15.906730167348,15.342320734476758,17.770522476964352,0.9904527943452628,0.9973378417207488,0.9938080972479096,1.382867105207681,4.759480052803903,0.0124208630579401,0.0610198291838846,0.1885590553642883,-0.3324657268252833,0.3870547718695212,0.9808307133469472,1.4539204798841183,0.986512313195498,0.997787241825854,0.8642678241005228,0.99970761690855,0.9876734980595228,1.6472757324553695,0.9928241443482524,0.9968196861769516,266.0,26.16363861759055,0.0622414500319029,12.741864323088,14.74937996965577,17.4538439833353,0.9947868094016782,0.9973351020762804,0.9950151464337031,2.072960469944015,5.319083086458124,0.0168498037864674,2.546520400720808,3.1926270460975097,0.486276351831766,4.112675321139681,0.9764942287982302,4.34241037858736,0.9926152834758556,0.9963079852817536,4.102467659174238,1.0064517088280798,0.991583142810636,1.8395885596061987,0.9968224833841158,1.0017637844424476
1,20261202,naive,1024,0.01,1489.0,25.34231683107191,0.0596332713493589,14.097577422544664,15.37263684139959,14.393518323336826,0.9961045297032696,0.9980230204244196,0.9969223358871532,1.3010738654152192,4.773392352476887,0.0127707176695524,-0.793587748023127,0.6150462041725082,-0.1486963879316092,1.0149748582419846,1.0001062084342578,-0.7992363934209337,0.998593675592928,0.9970031326823552,1.2088817520242117,0.9994232114975756,0.9937497414032234,0.7309876413683867,0.9956722437856896,0.9981826512205744,1489.0,18.04661300227681,0.0396277582488066,9.924153379599076,10.957644264850954,10.349949406500388,0.9963286418137132,0.9986417008123412,0.9979035707466922,0.6659755790175107,3.1918695728423248,0.0062782409908529,-0.3410896295599416,0.3567476496085401,0.0876752284696776,0.5012962862237921,1.00033046786327,-0.3651024637418061,0.9989037281402928,0.9974218153974364,1.144046489458276,0.9999638496031968,0.9951206816556584,0.8713354157610524,0.9978451438917036,0.9993440518474694,266.0,19.24004917085441,0.0457707193017854,9.412360876581404,11.333378487725197,12.37503482337981,0.9971446140665904,0.9985336607636288,0.997499433617934,1.2897720890954176,4.104458727761575,0.0138558658533632,1.77355801604178,3.628299647031853,0.1901750101859665,4.043047476770061,0.9846651796720056,2.945170293853621,0.995599026822025,0.991581104694371,5.703007753813353,1.0056823088581306,0.992129767037133,1.4555977335435557,0.9962754615861644,1.0015025519687557
1,20261202,loss_weighted,1024,0.01,1489.0,25.15150110884739,0.0591842608734428,14.020755570576188,15.203888580172991,14.312868101823376,0.9961705242204242,0.9980657778386872,0.9969570675437196,1.4035929545697552,4.615428675994585,0.0147921834634072,-0.8794182190386951,0.4534697216277717,-0.1900403229878323,1.0075348712435113,1.0024630347763157,-1.0104135599559785,1.0005508549690163,0.9977897183045225,0.8914416778143561,0.9995743089941168,0.9943201671425624,0.6093599220449164,0.9959227878102904,0.9986442626732096,1489.0,18.70501597275876,0.041073516172538,10.499586575893424,11.177836004927055,10.7094484696195,0.9959150847915786,0.9985864583229964,0.9977555068314146,0.924477535350812,3.351409135131383,0.0086416066037974,-0.4199196003179039,0.2710474546455339,0.1331296461778946,0.517225962314753,1.002451028035773,-0.5980190052516576,1.0001141019544109,0.998279425729006,0.7964582906586202,1.0000491302270058,0.9946948268273504,0.9851857549810744,0.9977752724701928,0.9994917795541672,266.0,19.90997712531784,0.0473644306319318,10.172408127870954,11.41709892371312,12.750653088248203,0.996609417447924,0.998503331209718,0.9973452753904716,1.4286463873182256,4.152265404392939,0.0162298787444052,1.673984797312624,3.595018532066653,0.3039498926034542,3.9772815948522062,0.98556035308989,2.777203957713752,0.9958706307812828,0.9920431002771704,5.555874886791088,1.0057805050763415,0.9919927464180112,1.59140360358532,0.9965252302853992,1.001669370264322
1,20261202,naive,1280,0.01,1489.0,21.16907180157049,0.0498131647304372,11.12619515710958,13.320995999735812,12.11975444639785,0.9975588892720452,0.9985164940692874,0.997823254878352,1.0374779735090582,4.091338588568602,0.0106521753688513,-0.2688664353183072,0.5656271348782447,-0.2661658786584112,0.6804906250003372,0.9994452458463796,-0.2393620977516874,0.9989922596750804,0.9981862252578612,0.9250304061995962,1.0000380577350494,0.9929913274432498,0.7202600778525721,0.99488561626197,0.99834856424033,1489.0,15.19089758799342,0.0333570192436351,7.874887293481331,9.563955333300722,8.790920203624836,0.9976800218972236,0.9989650801018618,0.9984890917890348,0.5809060907072142,2.632556806769242,0.0056027069106529,-0.1158849061999451,0.2597220140304797,0.0105516394563131,0.2845982662495236,1.0000466707764162,-0.1192761515819853,0.9995805659418396,0.9980357498812188,0.8595440120958528,0.9999456288068024,0.9953415506861056,0.7587383746069349,0.9977139482855418,0.999360168062002,266.0,17.61142844507907,0.0418963455189234,9.678193231777351,10.53392811723917,10.272845081347104,0.9969416587283052,0.9987308733660094,0.9982805900557324,1.2832736539987697,3.6799880557809375,0.0113246504358151,1.6456463201310283,3.25453635828753,0.4508729440159857,3.67470340708225,0.9860111439388,2.7144241188460683,0.9960883535581307,0.991054010743448,5.459138715242688,1.0045522265805995,0.994107462296822,1.398310096515047,0.9980899956653412,1.001501849710084
1,20261202,loss_weighted,1280,0.01,1489.0,20.960022459636058,0.0493212485328741,11.076758277501307,13.129013061339094,12.010702877244194,0.9975927571602212,0.998558206404192,0.9978601833260754,1.079206317999068,4.126566397092027,0.0113906309320641,-0.3789470482746899,0.3713672192893719,-0.221001345443276,0.5747661016853367,1.001507598363031,-0.4591279549474691,1.000638711365458,0.9987427846305056,0.620487082993634,0.9999849471845818,0.9938891103507788,0.639067393473681,0.995569861866919,0.9987784154550022,1489.0,15.930852228926105,0.0349818528687737,8.48320735558701,9.894995190889675,9.16058490895994,0.9973232863814764,0.998891414506868,0.9983583633068918,0.8018460507657446,2.7273413904687134,0.0077617934080811,-0.1554277211627254,0.0293645587977441,0.0791611982047657,0.1768800416113652,1.0021765034973145,-0.3135793098228276,1.000951104870741,0.9981650900509914,0.5896900190641077,0.999475362153628,0.9957582276365208,0.7604260573968986,0.998135902225672,0.9992759254407144,266.0,18.19918764093576,0.0432945831705897,10.089307979347318,11.044804426508708,10.364776431165367,0.9966586713768856,0.9985879362440048,0.9982490109310168,1.4783086302248576,3.6780195976965535,0.0133519108523912,1.6904728488860776,3.156713744504521,0.4335899869625764,3.607012669004501,0.9870699194691114,2.67835798735291,0.997013234770052,0.9897768803299334,5.676045377231105,1.0038114175710202,0.994158871585971,1.3727612491140349,0.9980686391655887,1.001184896727476
1,20261202,naive,1536,0.01,1489.0,17.992020487762197,0.042337211985072,9.68977224667407,11.050265379150082,10.378475325884668,0.9981526425665672,0.9989793334632712,0.998406352947087,0.8796771738620407,3.33474558169273,0.0092483771515604,-0.0125980923106937,0.4474111497043788,0.3669971382990045,0.5788111508336043,1.0011530168722824,-0.0739207499200844,1.0010131238908937,0.999026466321954,0.6403188909482651,1.0003083304748166,0.9941878246418752,1.18502374613729,0.9973044450145032,0.9995279019051078,1489.0,12.961794818172676,0.0284622311932094,6.8627759629179765,7.95529462805499,7.591028808537266,0.9982420316627348,0.999284131499128,0.9988763528471476,0.474333258209154,2.221164317053921,0.0047904169190117,0.0711253797728119,0.2211159125829024,0.3092274109405135,0.3867462451300203,1.0013859602931594,-0.0295828536177822,1.0012703570404644,0.9988759969842864,0.5643521065229606,1.0001299690667964,0.995821307160336,0.9803611600146382,0.9988866674221044,0.9999242808554716,266.0,16.25926347631387,0.038679640473865,8.647988631616958,10.149009471954525,9.304490752201083,0.9976084745352022,0.9988779450440008,0.9985872050318676,1.1944672537554295,3.59322470546677,0.0104094354851053,1.9672422248500083,3.765649456119238,0.0249440687605529,4.248620953223559,0.9894864711203676,2.770497773662669,0.9997718523256292,0.9915708926978788,5.842874153396195,1.006017929226122,0.999506288408025,0.1043259460465435,0.9998034196111596,1.0033049982280846
1,20261202,loss_weighted,1536,0.01,1489.0,17.76624961028097,0.0418059481669544,9.592767494033655,10.876645901840716,10.262407658351492,0.9981987479841148,0.9990116026323664,0.9984400679857138,0.9073794414479668,3.3121121903415403,0.0097276666552612,-0.0413594813044795,0.3490512790976792,0.4040331397085594,0.5355279452243906,1.0028333992697576,-0.1920524828267105,1.0024699452404795,0.9998045543938906,0.3877792360865726,1.0005808555603728,0.9953604955594912,1.057013795946773,0.9981404489075444,1.00015168487918,1489.0,13.626581577151782,0.0299220069953783,7.16148484968111,8.440627676479458,7.946865083390385,0.998094457796222,0.9991947607740994,0.9987675392399828,0.6371769924208068,2.2804815979596635,0.0071244994496557,0.0872151252701727,0.1980260687120619,0.3754838436804306,0.4333692638276003,1.002806792227816,-0.116735224644529,1.002350616774043,0.9997370477587644,0.2783236526223618,1.000355473890707,0.9966314068223556,0.9165086701426332,0.9994971152690052,1.0003217622435172,266.0,16.896362158119047,0.0401952532809578,8.935324714209827,10.380137552391863,9.894431303686568,0.9974410048319586,0.9988221866293052,0.998404769157666,1.294186526393743,3.489525061980584,0.01149308677951,2.0710329304618327,3.846442272874833,-0.1647535980455016,4.371663219609303,0.991261430406874,2.738677885331583,1.0014286813308173,0.9919050383652313,5.841321876201306,1.0063482367472558,1.0000277169609666,-0.1692100953811177,0.9995457889159464,1.0036019632474094
1,20261202,naive,1792,0.01,1489.0,16.294751655501024,0.0383433509067137,8.555086564108613,10.206521911780754,9.389160551369908,0.9985555590272196,0.9991301652734172,0.998696918505676,0.764836024458879,2.9645603013400805,0.0078683843144592,-0.1187440312475122,0.3107027909670447,0.3156316218784552,0.4585408269731774,1.0000105978772094,-0.1193076743399146,0.9997848113925756,1.0002383779023605,0.2634677093835194,1.0007658179277443,0.9945627495558412,1.0808899395898948,0.9974054973212556,0.9996174425114258,1489.0,11.69400301445601,0.0256783433190047,6.054612941691469,7.32719977982968,6.812012332260727,0.9986274045023448,0.9993933531570992,0.9990961338447436,0.4307303393569494,1.7891688743594614,0.0040544813191957,-0.0246243880073736,0.2224246732360632,0.2189756245745797,0.3130965025463147,1.000398891088832,-0.0536090689320758,1.000189398697646,0.9998450253275052,0.2697492052884627,1.0004443993154843,0.9957599261675566,0.899967685179746,0.9985739148194372,0.9999582655377676,266.0,15.508846360807407,0.0368944511093216,8.486396045282216,9.314046239564798,9.041788553875628,0.9977665196997498,0.9990577899907124,0.99866693983997,1.1355298875110873,3.307986225951244,0.0107840265185241,2.27266004885378,3.624529113718952,-0.1246771350076346,4.279922824286212,0.987026218344898,3.26388404441758,0.9991432797357196,0.9954564053868696,4.74422857969131,1.0071869410427328,0.9999228017558665,-0.1122647435586259,0.9996030600273008,1.003827150984449
1,20261202,loss_weighted,1792,0.01,1489.0,16.30544583965281,0.0383685155035276,8.629660792893572,10.315122578444909,9.219260535482386,0.998537628189844,0.9991120950587536,0.9987414677876923,0.8002341340023199,2.9296027815453054,0.0084509588120526,-0.1762420075902668,0.2493662904428455,0.3003463619287645,0.4283138208983195,1.0018289223888368,-0.2735123807659505,1.0013113077483822,1.000611059799844,0.128283508808181,1.0008678725124929,0.9956132864203068,0.9177483169709716,0.9980269706278516,1.000095068524129,1489.0,12.21923611212588,0.0268316794168147,6.403202065055507,7.765237571329818,6.928911887068418,0.998472204485532,0.9993183935671148,0.9990639043773938,0.564852740187338,1.8689605811310015,0.0057794254268679,-0.0664630721579488,0.1385894781329972,0.183100282870606,0.2390608646289584,1.0020206356380503,-0.2132888119994618,1.0011871501079133,0.99990804492075,0.1666697510272001,1.0002783797035413,0.99591400404397,0.8393461209572877,0.9985384432302524,0.999928921349082,266.0,15.865401110715208,0.0377426696990365,8.753502533575334,9.36714581091,9.345786492089616,0.997620815130018,0.9990580906675725,0.998577363945922,1.253951355484402,3.45625004931082,0.0106637776472907,2.357570126632361,3.773468192004341,-0.2462720051306492,4.456214649068075,0.987037443864226,3.347936469091124,0.9994665470972076,0.9959128266767724,4.780689605228417,1.0077335155267593,1.000151780751914,-0.2706762144273966,0.9993808665900924,1.0041021048757652
