quantity,value
legacy_geometry_available,1.0
stationary_max_abs_difference,0.0
markov_eigenvalue_max_abs_difference,1.7319479184152442e-14
generator_eigenvalue_max_abs_difference,1.341149413747189e-13
first_64_mode_correlation_median,1.0000000000000002
first_64_mode_correlation_minimum,0.9999999999999992
first_64_subspace_minimum_singular_value,0.9999999999999998
