model,subset,n,rmse_3d,normalized_rmse,rmse_x,rmse_y,rmse_z,corr_x,corr_y,corr_z,median_direction_error_deg,p90_direction_error_deg,median_abs_relative_speed_error,mean_residual_x,mean_residual_y,mean_residual_z,mean_residual_magnitude,calibration_slope_x,calibration_intercept_x,calibration_slope_origin_x,calibration_slope_y,calibration_intercept_y,calibration_slope_origin_y,calibration_slope_z,calibration_intercept_z,calibration_slope_origin_z,vector_gain_through_origin
local_kernel_uniform,observed_test_unweighted,1489,25.160547246562103,0.0552489313960824,13.771137137812666,15.048946702145054,14.728819465050083,0.9931907786536186,0.9974800421769382,0.9957891822550312,0.7972053210442133,4.90241326297973,0.0065826718679082,0.8113110081490217,1.714733083689553,0.4901082784123955,1.959270584889088,0.9616605381060682,3.597176877135368,0.9757175101916196,0.9898995512464368,4.799101665262469,1.0005629995437126,0.9832296031108854,3.1835772098492896,0.9931839051246424,0.996507777090821
local_kernel_uniform,observed_test_parent_weighted,1489,34.89625587332572,0.082114745445027,19.553149589826504,20.68710872375992,20.18580064663836,0.9928278924671488,0.9964882046702036,0.9940147615488086,1.5210574283477758,7.675855764948049,0.014104244823092,1.59606295177325,2.995113318186077,0.8717841319073366,3.5040160255689727,0.9588218403237116,3.786103919530348,0.9659869376167228,0.990776140434362,4.822840447184291,1.0004310582754794,0.9766571372859488,4.157143163017338,0.9875904515895848,0.9912662836414564
local_kernel_uniform,query_primary_boundary_safe,266,22.858013109293022,0.0543776002094032,9.958661230344724,13.623051713034435,15.418375135786208,0.9966359240135704,0.9976159255569388,0.9961481167551236,1.2743541129246112,4.812128365613567,0.0107443872479675,0.0486052322584409,0.3862733372498519,-0.6356324097480416,0.7453845450471435,0.990114563351826,0.8038732237189095,0.9930989160646316,0.994899990175378,1.6430928300322591,0.9989626862923175,0.9841994483177634,1.9048739811839823,0.9896247285984364,0.9952963759561568
local_kernel_original_full_inverse,observed_test_unweighted,1489,25.09115133633344,0.0550965479901962,13.74182640684658,14.966172928155997,14.722151686197622,0.993169771779684,0.9974850523639308,0.995785459886816,0.7854104130025032,4.892169719920754,0.0064637108525913,0.7496666705387293,1.1298754731160812,0.4605167140195354,1.432024561785608,0.9635909263288276,3.3952644606835776,0.976858869323308,0.9908370448254276,3.927962146724724,0.9995648493577712,0.9840971881042332,3.0146440878049248,0.9935232757207536,0.9960327216626652
local_kernel_original_full_inverse,observed_test_parent_weighted,1489,34.866841922986545,0.0820455311701948,19.543842253221555,20.622241197301214,20.210345461274454,0.9927962381461616,0.9964824473265088,0.9939929958926532,1.496545449688701,7.675855764948103,0.0140888118021361,1.5230017813543957,2.369860294250301,0.8185474304768213,2.9335630445267395,0.960041195079954,3.648191942485021,0.966945297758342,0.9908040148351692,4.19206405223477,0.99919617179169,0.9771091576449192,4.0402874793402646,0.987735140719462,0.9907814821747436
local_kernel_original_full_inverse,query_primary_boundary_safe,266,22.91941186044377,0.0545236635057829,10.02187208293998,13.61000086529163,15.479967584869156,0.9965883772510752,0.9976207119811829,0.9961183435721764,1.3113283756645393,4.687017660184952,0.0108037006618912,-0.1148820751423331,-0.4122980982802279,-0.7694356311770605,0.8804651063837468,0.992669756600828,0.4451638192422678,0.9943224125326334,0.9952991995665872,0.7461423399852265,0.9971441042073572,0.984342901382762,1.748005525340545,0.9893214038983158,0.9943162052822002
local_kernel_optimized_selection,observed_test_unweighted,1489,24.489684363712488,0.0537758133026037,13.219665453648252,14.659021021166955,14.49476416603139,0.9935541757733032,0.9975821967667894,0.9959111506292332,0.7974269604393094,4.819861313438207,0.0064966830757303,0.5054868253632077,1.086081542593216,0.2625110693408191,1.2263776373140105,0.9712479981634125,2.59469769648031,0.9813875032074106,0.9924802101652628,3.382395703695522,0.9999957837502852,0.984607677680342,2.7346494584788275,0.9931582875186202,0.9966339204174248
local_kernel_optimized_selection,observed_test_parent_weighted,1489,33.887762069395166,0.0797416481049211,18.72354497131416,20.111655521914447,19.83256397813864,0.9932162999651212,0.996639593291522,0.9942039226373162,1.5122557405830652,7.548315184808287,0.0137585586542856,0.957784846072337,1.948402011491571,0.377985274822006,2.20374569261802,0.9689120824235106,2.611181054887666,0.973853670585269,0.9928848452916952,3.358284847938364,0.9996078469437284,0.9781703086688542,3.4503750857749083,0.9872448182055508,0.9919368379466156
local_kernel_optimized_selection,query_primary_boundary_safe,266,23.03134030610637,0.0547899333797741,10.116121042747258,13.739705866751216,15.4702040723233,0.9965258635812996,0.9975779100060108,0.9961292967022616,1.274312108903917,4.708683992922756,0.0109290795362884,-0.2580213250927195,-0.5076961638970857,-0.9039169920320136,1.068361515369504,0.9939522955307496,0.2040359183049105,0.9947097721182716,0.9970165638948132,0.2275260771203875,0.9975791427662706,0.984081583012866,1.6555404815193242,0.9887967354150528,0.9944390754136196
