replicate,label_seed,model,n_basis,selected_regularization,parent_validation_nrmse,parent_n,parent_rmse_3d,parent_normalized_rmse,parent_rmse_x,parent_rmse_y,parent_rmse_z,parent_corr_x,parent_corr_y,parent_corr_z,parent_median_direction_error_deg,parent_p90_direction_error_deg,parent_median_abs_relative_speed_error,parent_mean_residual_x,parent_mean_residual_y,parent_mean_residual_z,parent_mean_residual_magnitude,parent_calibration_slope_x,parent_calibration_intercept_x,parent_calibration_slope_origin_x,parent_calibration_slope_y,parent_calibration_intercept_y,parent_calibration_slope_origin_y,parent_calibration_slope_z,parent_calibration_intercept_z,parent_calibration_slope_origin_z,parent_vector_gain_through_origin,unweighted_n,unweighted_rmse_3d,unweighted_normalized_rmse,unweighted_rmse_x,unweighted_rmse_y,unweighted_rmse_z,unweighted_corr_x,unweighted_corr_y,unweighted_corr_z,unweighted_median_direction_error_deg,unweighted_p90_direction_error_deg,unweighted_median_abs_relative_speed_error,unweighted_mean_residual_x,unweighted_mean_residual_y,unweighted_mean_residual_z,unweighted_mean_residual_magnitude,unweighted_calibration_slope_x,unweighted_calibration_intercept_x,unweighted_calibration_slope_origin_x,unweighted_calibration_slope_y,unweighted_calibration_intercept_y,unweighted_calibration_slope_origin_y,unweighted_calibration_slope_z,unweighted_calibration_intercept_z,unweighted_calibration_slope_origin_z,unweighted_vector_gain_through_origin,query_primary_n,query_primary_rmse_3d,query_primary_normalized_rmse,query_primary_rmse_x,query_primary_rmse_y,query_primary_rmse_z,query_primary_corr_x,query_primary_corr_y,query_primary_corr_z,query_primary_median_direction_error_deg,query_primary_p90_direction_error_deg,query_primary_median_abs_relative_speed_error,query_primary_mean_residual_x,query_primary_mean_residual_y,query_primary_mean_residual_z,query_primary_mean_residual_magnitude,query_primary_calibration_slope_x,query_primary_calibration_intercept_x,query_primary_calibration_slope_origin_x,query_primary_calibration_slope_y,query_primary_calibration_intercept_y,query_primary_calibration_slope_origin_y,query_primary_calibration_slope_z,query_primary_calibration_intercept_z,query_primary_calibration_slope_origin_z,query_primary_vector_gain_through_origin,unweighted_validation_nrmse,protocol
1,20261202,loss_weighted,2560,0.01,0.0330664465032483,1489.0,14.54017330054038,0.0342146341898273,7.3605225822699,10.003705548144778,7.560768627041794,0.9989356071828402,0.9991659621491912,0.9991552766646996,0.5864504173870775,2.4323213924572618,0.0066488106813426,-0.0856591211200471,-0.363521767043979,0.4880844954774982,0.6145828136804345,1.0018182857209943,-0.1823637881418278,1.0014731672793111,1.0008231463156032,-0.5266299368352634,0.9997688778137735,0.9987641753738216,0.6620189287224605,1.000505289581066,1.000252295349006,1489.0,10.814462363178688,0.023746998955693,5.352248131690756,7.415352157675362,5.772225612281669,0.9989317336291276,0.9993794161992068,0.999352021139384,0.4041381452427514,1.5646498505736903,0.0044196192380213,-0.0045180049424899,-0.2830589573714404,0.432414480086513,0.5168414343929448,1.001876432911652,-0.1408655212033238,1.0013259615928916,1.0001672118160787,-0.3341203393520686,0.9994248072553382,0.9983126455915804,0.7034180052536385,1.000512069323019,0.9998645488151492,266.0,14.504337766599004,0.0345047960469327,7.257710311884907,9.532795794022062,8.174794151893057,0.9983508461857428,0.9990674842357948,0.9989122227753976,0.9794521093150632,3.1108318097662107,0.0105845814753082,1.78606453864032,4.231681444000966,0.1463585867304798,4.595495100160624,0.9889090894157164,2.633433254720956,0.9986856231350018,0.9950021665379376,5.463321133492258,1.008510723783725,1.0007746816901688,0.0218006710075826,1.0008367722807754,1.0049146769752888,0.0234825266422672,practical_model_specific
2,20261212,loss_weighted,2560,0.03,0.035520482826655,1489.0,13.452743524468405,0.0320547010489358,6.727085925001686,8.468886707535203,8.000036326649047,0.9989668268687244,0.9993940628040292,0.9990437752125648,0.6218569033495841,2.513661383341373,0.0055624742927712,0.0834958092691995,0.1672834617464411,0.2550632738660718,0.3162476567734065,0.9948971946337029,0.4047382707617188,0.9958857903804682,0.9968653430393352,0.7636922127669834,0.9983916721393375,0.997436595852492,0.632860486390797,0.9991274960937208,0.9982554248582786,1489.0,10.030745760501429,0.0221461698466855,4.876900462570725,6.341120763191748,6.051602255321582,0.9989846914931846,0.9995490486609956,0.999272742962876,0.4329804091867658,1.6290648580139455,0.0043801012789228,-0.0427389053344516,-0.1921949604458914,0.0466901159237675,0.202349904311714,0.99492086784534,0.3512699127447263,0.9964619507299904,0.996810646621446,0.7586459885851582,0.9985089572032876,0.9968426177972328,0.5858077151686416,0.998685033522458,0.9983791203014089,266.0,14.340199187883748,0.0341143219506216,7.118597156642109,9.311811331017552,8.261782919271218,0.9984217994213416,0.9990947274753555,0.9988851629712996,0.9520936953281778,3.044308978151542,0.0099186741566381,1.5146297897011862,3.94606139537512,0.2329241522802261,4.233173466400303,0.9855608449759604,2.617811368979972,0.995279382961945,0.9940335044256476,5.416413061217583,1.0074260772062849,0.9983241205604984,0.5023819859121943,0.9997549569877148,1.0035605441348066,0.0249572790006737,practical_model_specific
3,20261222,loss_weighted,2560,0.03,0.0329576599575329,1489.0,12.198240819751454,0.0288000974990295,6.488789228154882,7.827975879536437,6.739101355420281,0.9990566131866137,0.9994529784564206,0.9993268368674146,0.5619757390775969,2.0992115520520374,0.0057528833767997,0.0296140898982645,-0.0713434680396008,0.0540635632809049,0.0942854900133019,0.9955067104922526,0.2690470007383254,0.9960782389365612,0.9956946136792344,0.8380912184111651,0.9974628870540112,0.9986935687622212,0.240892959442192,0.9993292482001076,0.9978330817353426,1489.0,9.19998319265452,0.0201915530829173,4.695713611784627,5.947901638665915,5.216553509548386,0.9990799801840275,0.9995711723329166,0.9994736124318928,0.3873832866611658,1.4406219043238098,0.0042168709092973,0.0486723559878177,-0.3457850453655068,0.0625428556763753,0.3547504822152979,0.9960416265896828,0.3340883676713133,0.997445648635427,0.996208083237226,0.8348102856963919,0.9980963739586708,0.9975208533587856,0.4699045012606575,0.9989831851985196,0.9982681426112094,266.0,14.19210561637084,0.0337620177942276,7.061535219290389,9.311444846521978,8.052799329619823,0.9984452488870784,0.99910777127708,0.9989407624215044,0.909171145040951,3.1526938128063358,0.0095903029472978,1.5786356107233162,4.011863036782988,0.2093066320790615,4.316357803007263,0.9866001769076116,2.602410061271584,0.9962615380489342,0.9927668249078316,5.79436851484229,1.0070939268433354,0.9984388657227932,0.4603150581206705,0.9997498911409508,1.0034859677365904,0.0231924121608339,practical_model_specific
4,20270102,loss_weighted,2560,0.01,0.0381391420173387,1489.0,11.840914407716651,0.0286354999938421,6.433367007718859,7.539286413832223,6.479058830190622,0.9989563369596706,0.9995004451289864,0.9993481890525124,0.6171527025525819,2.252234882476124,0.0064068443654656,0.4059366734809057,-0.0238267201523452,-0.3315881312380359,0.5246932287040634,0.9976231005844496,0.5558122465649262,0.9990996967451444,0.9991263980678754,0.1415849674516494,0.9994154193234316,0.9989826040484852,-0.1794188177752858,0.9984901763351924,0.99907670516365,1489.0,9.185194072134449,0.0204396118791879,4.815877175980314,5.959980565714752,5.06495299336017,0.99891042657871,0.9995903186426408,0.9994831568054544,0.4050802512848047,1.4747210287984602,0.0045906306439695,0.1840465379196733,-0.2252056143271806,-0.1899299688595097,0.3473673702518342,0.997909688315614,0.3467243993609941,0.9995264577331548,0.99890519403412,0.1015166411746122,0.9991340893405656,0.9986251608743896,0.0405858475729417,0.9987538012950046,0.9990669014679304,266.0,14.542006681540771,0.034594407737469,7.227303074287914,9.286146357533935,8.544210579382057,0.9983749770788036,0.9990990572118572,0.9988104981579852,1.0174635497292133,3.189952096992408,0.0097559580189335,1.6372775759280938,3.985233014014673,0.2836913556185868,4.317781933108962,0.9861010869863688,2.699183538091958,0.9961217164545312,0.9958086536871036,5.018126268772278,1.0082164262327693,0.9999428298837076,0.2928835059138635,1.0007769927337775,1.004430968918697,0.0257277522776134,practical_model_specific
5,20270112,loss_weighted,2560,0.03,0.03240428510844,1489.0,14.344992285139783,0.0340717744632003,7.589925431439875,7.923383085885133,9.240770318550908,0.9986176847618724,0.9994467245244436,0.9987742637378206,0.6242051627582345,2.5387819218607497,0.0062089800657643,-0.1598464108475569,-0.5513368223784504,0.0935981062021393,0.5816216745065815,0.9907336593932315,0.4548109389265988,0.9919439329821238,0.9960232454058744,0.2262960394286608,0.996492525388896,0.992358919290594,1.2666223089410948,0.9957092677919598,0.9955964317298232,1489.0,10.629523723821192,0.0233888415212484,5.437574462390296,6.048830550440004,6.843333071924976,0.9986999925250178,0.999579542442785,0.999108732205644,0.4072363573486626,1.5067922969648575,0.004602200576191,-0.1327031486023298,-0.4856241916210069,-0.0626169905543246,0.5073084551262761,0.9914102892090232,0.5378990518799185,0.9938359807388544,0.9973294665783172,0.3209710774679024,0.9980513581195124,0.99417783202249,0.9270748448899157,0.9970463353039712,0.9974307047074408,266.0,14.51853323432868,0.0345385660629572,7.062023846637524,9.491583705894197,8.415786666725406,0.9984681179407644,0.9990667313674272,0.9988421418564688,0.9456209156367872,3.146697464759782,0.0101920662120289,1.6267407063126893,4.04653126796026,0.0259351743035781,4.361349935675987,0.9850426768424536,2.769511412441503,0.9953243962143572,0.9928892740930984,5.798861015342396,1.0072274841437394,0.9974781774770914,0.4314087530171662,0.9987068747157398,1.0031189213224514,0.0228372262290983,practical_model_specific
6,20270122,loss_weighted,2560,0.03,0.046941184594791,1489.0,13.719903891067696,0.0325314375962793,6.5052912990849565,9.672836121356193,7.235550377377717,0.9990469638509376,0.9991864188384786,0.9992006303561184,0.557205139885058,2.350265668873575,0.0058763228770189,0.2593498159308215,0.5356185900029434,0.1489840210799102,0.6134703248872201,0.9943275770649872,0.6144517847869935,0.9958109002017004,0.9948626025317302,1.5537849500637435,0.9980638338110508,0.9962519960229744,0.7185028837112668,0.9982106773337036,0.9977813871216308,1489.0,10.328027462448444,0.0228434841035804,4.824823936681212,7.187742496041729,5.632546764627264,0.9990381583672768,0.9994120081820204,0.9993839737559582,0.4011365149313741,1.4529642198832862,0.0043258060520314,0.1102587087806358,-0.1375438803277854,0.1582453921240099,0.236890071565017,0.9951674628998232,0.4772403536202034,0.997201855060228,0.9952871284292498,1.276210709799102,0.9981558245927432,0.9959714415235308,0.8271778408037278,0.9985558017006928,0.9981766801202334,266.0,14.049430062704822,0.0334226027199685,6.944282985478483,9.120045924105836,8.123310978082065,0.9985091855785078,0.9991379475731088,0.9989233298379604,0.9449581464444816,3.079655946350492,0.0098132869521583,1.4769563786119542,3.9429953560006994,0.189701446101303,4.214807132054626,0.9850538377132164,2.61887437092102,0.9947763220586928,0.994603289677007,5.272932153002898,1.007641092892587,0.999581028871153,0.2570661085420909,1.000313180028279,1.0038015778459763,0.0307237259232123,practical_model_specific
7,20270202,loss_weighted,2560,0.03,0.0396117006189217,1489.0,12.719900356390037,0.0302225794418592,6.121576011980743,7.896762594565528,7.871677885375139,0.999120403977696,0.9994851646076274,0.999072102889332,0.5983161879974078,2.285078984298108,0.0062039518323503,0.0373165655287751,0.4004944067603404,0.1372851682362186,0.4250123684398222,0.9943092085976788,0.3924590828400056,0.9952881561967676,0.99687142529869,0.9990799469292426,0.9988467427051968,0.9977160512032694,0.4757001207657936,0.998989589551876,0.9983887570742426,1489.0,9.59025241673587,0.0212166228714048,4.536268014214671,5.973367466040909,5.9761270933243305,0.9991233305956744,0.9996115124080672,0.9993034667626296,0.4128940159204639,1.5651696123026906,0.0043810096241472,0.0126116518149884,-0.045985534255183,0.0501471330169143,0.0691986854792286,0.9947935794668392,0.410611915247884,0.9965866601453528,0.9965735583917584,0.9672980977894668,0.9987248131912964,0.9968186426283354,0.5849258963680768,0.9986448092379584,0.9985205382671476,266.0,14.324791482970763,0.0340776681078796,7.049992347335928,9.399518678281236,8.194285054215458,0.9985012017618424,0.9990812497666736,0.9989046019752468,0.9220890919852944,3.244040194907877,0.0095662657588965,1.8025558849830536,4.027041210633881,0.3257763664685852,4.424070396318316,0.9845493334386743,2.983019056799904,0.9956236928672996,0.9941738343686914,5.462810706264207,1.0076811295368413,0.998880977434038,0.5056994500163512,1.0003212623459123,1.0039254338590269,0.026956052521257,practical_model_specific
8,20270212,loss_weighted,2560,0.03,0.0352259267827331,1489.0,12.116964363911242,0.0290908821510405,6.109276512472031,7.231130274177318,7.563618237875886,0.9990626059739554,0.9995416619704334,0.9990883752997038,0.6076181140068528,2.3120227636685806,0.0060355526409857,0.1570944090592317,-0.2798455173727325,0.0901571475570803,0.3333473836809144,0.9958149458879464,0.4406237107848767,0.997036497900124,0.996502933965341,0.3922960314384625,0.9973093506887184,0.9941594849453532,1.0032542675402851,0.9969828869506444,0.9971663815881816,1489.0,9.30110163801024,0.0206931836396504,4.578352371175614,5.6347589982889446,5.813662552741525,0.9990442002919422,0.9996391145130512,0.9993092004011098,0.4232800655316537,1.5642721623958369,0.0043165145433518,0.0503219432512337,-0.3502974740750829,-0.0131104168840413,0.354136275107249,0.9956999652059956,0.3922548745359222,0.9975071543811626,0.9977213838688684,0.3245060559669355,0.9984528405470016,0.9953051288614412,0.7878799080203294,0.9978230099886648,0.9982056164441604,266.0,14.245222117537306,0.0338883782023323,6.966420663506932,9.341752802269877,8.193106303369964,0.9984925592072414,0.9990743013618976,0.9989029812100744,0.9679306337933268,3.0746576452810954,0.01038856777591,1.566109495129459,3.813637057092554,0.0814156880110124,4.123488216088233,0.9863772896567812,2.6069129968211517,0.9960553677971612,0.9940023440191038,5.291667728994611,1.0070864726463946,0.998535037103856,0.3169611091444153,0.99943777548559,1.0033580336916208,0.0244309608120296,practical_model_specific
9,20270222,loss_weighted,2560,0.03,0.0343108000990763,1489.0,12.45604812064385,0.0295800832906401,6.863963823049269,6.974981584564339,7.706410793271687,0.9988940634643464,0.9995962127975488,0.9990959563164572,0.622777580457991,2.202072625858999,0.0061670760500054,-0.023745542611329,0.4403139677513782,0.325681222167027,0.5481865553468788,0.99494805878462,0.3072110563412593,0.995736496273781,0.9958821378345531,1.2420888358687137,0.9983722580450828,0.9974292438880844,0.7059703888458841,0.9993393303791492,0.9982910159446612,1489.0,9.40192394427094,0.0207024315927982,4.9854120893109,5.459123877677768,5.8085976484670025,0.9989007446881308,0.9996617212126564,0.9993373291635536,0.420600165945091,1.46107998855865,0.004672063876571,-0.0211867681950656,0.0827436171190541,0.2182857977883706,0.2344015248171426,0.9951356774121384,0.360705760142082,0.9967596222631012,0.9963900755807844,1.174551339054574,0.99902211842118,0.9967685923956068,0.7636496127762769,0.999162214849521,0.9988673997710316,266.0,14.43623757844799,0.0343427905048169,7.008001595106089,9.22607705222974,8.61233831724603,0.99847824036859,0.9991217156553676,0.9987875507911336,0.9920962761577872,3.1060500942356186,0.0095755834775333,1.5709205887859687,4.020475476549816,0.1080175027432783,4.317833060078749,0.985898167058692,2.6483300569312576,0.99573000466269,0.9943496279127372,5.41292333938739,1.0077335720394909,0.9975367354460432,0.5040757839815626,0.9989723959872724,1.0035364483311124,0.0237839928878928,practical_model_specific
10,20270302,loss_weighted,2560,0.03,0.0412210045756819,1489.0,14.021808836413811,0.0328622853209181,9.52258526873002,7.720323103311538,6.806475154231643,0.9979075928107656,0.9994838614151772,0.9993288595582585,0.5466388287738291,2.125093996870476,0.0060449846934116,-0.3116922755689579,-0.1056407220005923,-0.2957130026097661,0.4424457217632974,0.9939948071900702,0.1114412501937209,0.9942898324425028,0.996180503458433,0.6739719061919232,0.9975704298177676,0.9976082114726514,0.0593414268906258,0.9977642094533528,0.997150935978993,1489.0,10.448088253742716,0.022984023775206,6.741512848592008,5.951007489671852,5.319780308258491,0.9980727248219248,0.9995887523767736,0.9994797778333112,0.3916488694852009,1.4437602630933934,0.0044066868670845,-0.1481336653516237,-0.3810656482896972,-0.1430763942330684,0.4331575529800796,0.9946033967768854,0.2756548317274507,0.9958089564129,0.99705822599154,0.5152649009236825,0.9982169325057332,0.9971731205967092,0.3135388299794783,0.9981251820605296,0.9979840778925912,266.0,14.267398902974776,0.0339411352099813,6.952194786365542,9.301927396402723,8.288534600343423,0.9985139073791454,0.9990989396676344,0.9988794426747768,0.8865074931244179,3.194943168583236,0.0099359254489094,1.7073539853320834,3.975085933991297,0.2992464880222787,4.336578636948542,0.9865216917975156,2.7371248620951434,0.9966831771741412,0.9943166917445936,5.37565041220094,1.0076084751767236,0.999239362232912,0.4215463385169755,1.0004399702838052,1.004045775216928,0.0284237108391235,practical_model_specific
