noise_fraction,n_basis,seed_pair_index,validation_observed_nrmse_seed_mean,test_hidden_nrmse_3d_seed_mean,test_latent_nrmse_radial_seed_mean,test_hidden_nrmse_tangential_seed_mean,effective_degrees_of_freedom_seed_mean,selector_agreement_seed_mean
0.1,19,2,0.6905814699306693,0.8279616361592983,0.6847964976413256,0.914258141654854,18.99999938265345,0.0
0.1,19,3,0.6660899575566669,0.838404086977528,0.6852048581970234,0.9436134522812668,18.93354631648108,0.3333333333333333
0.1,19,4,0.6866360442660454,0.8815936746610044,0.6498805395688572,1.0214303648965701,16.90913814708046,0.0
0.1,35,0,0.6008419609492569,0.7580394072082982,0.5734174614299103,0.8802163675073637,34.5196658703552,0.0
0.1,35,1,0.6039180201242844,0.7345117383282331,0.6235177891101283,0.8076578052046961,30.965014625731,1.0
0.1,35,2,0.5891093892994476,0.7115970604493637,0.5942000579519156,0.7828084023982798,34.99999920457989,0.0
0.1,35,3,0.5661309798310734,0.7491308481984175,0.5972101544442202,0.8517548714860146,34.97631454653056,0.0
0.1,35,4,0.5811095493816794,0.6855413050063291,0.5257486592140841,0.7842915887241042,34.87882294850061,0.16666666666666666
0.1,67,0,0.5376168510431473,0.6878068722495262,0.5078413981171238,0.8051616198526385,58.55019190822796,0.75
0.1,67,1,0.543830115349137,0.696822308256943,0.5509540995278138,0.7885252953137204,65.27956455955767,0.0
0.1,67,2,0.5231201175192145,0.696263329528508,0.533838459909085,0.789609975516222,66.99263767824773,0.0
0.1,67,3,0.5193107597065586,0.725552868188379,0.5293178099420461,0.851011054431048,65.33305368017199,0.0
0.1,67,4,0.5272804175656298,0.6565444427451484,0.4787844913713894,0.7631457406634697,65.29067847767284,1.0
0.1,131,0,0.4436159389694352,0.7238276265405647,0.43389923662128616,0.8928779606254285,125.33604704025139,0.9166666666666666
0.1,131,1,0.45113518329062363,0.73206976376833,0.47606022853791047,0.8760099806069657,130.75765475720408,0.0
0.1,131,2,0.4467036607788451,0.6715557308393653,0.46527891319952525,0.7834410177029985,124.80379203919252,1.0
0.1,131,3,0.46136502623343506,0.6878898665131307,0.47099282501527867,0.8216366539161025,124.87689617200287,1.0
0.1,131,4,0.43956840646530787,0.6709003696252426,0.41946558601471334,0.8097507517725883,124.75789373140968,1.0
0.1,259,0,0.3321158594847961,0.6053539335501824,0.32824604832756576,0.7596762338101902,235.01161687840997,1.0
0.1,259,1,0.31532485962490714,0.6192367997295078,0.3339373523021836,0.7660957755140672,246.51272544608025,0.5
0.1,259,2,0.3131118732355555,0.5711180602588156,0.31853291553538204,0.6943857608736234,234.82437035384547,1.0
0.1,259,3,0.3323529344951206,0.6046561338664901,0.3103648634504987,0.7628035568451312,238.91001317745898,0.8333333333333334
0.1,259,4,0.3352120062224185,0.5819308811228096,0.3054084152982027,0.7229421268008239,234.73468007501535,1.0
0.1,387,0,0.29740609384512967,0.6042212682048539,0.2786873009956547,0.7739538104717036,368.1114067134627,0.3333333333333333
0.1,387,1,0.27494158222315995,0.5885473881801356,0.281727966215192,0.739064349306621,332.02645277906163,1.0
0.1,387,2,0.2680100611862171,0.5637204793007717,0.2702309477524902,0.698336755864918,336.55695502681226,0.9166666666666666
0.1,387,3,0.2873059789980272,0.5746688792884458,0.2775479162262187,0.7304554687618398,341.4946908552276,0.8333333333333334
0.1,387,4,0.2946274856204676,0.5491385720321068,0.2569816891938796,0.6914941790731935,332.3171898943304,1.0
0.1,514,0,0.2625041264631254,0.5747126961008965,0.2436322255337854,0.7421352595027959,466.1950796967495,0.5
0.1,514,1,0.2575527416367734,0.5948052688434352,0.25184404825186074,0.7555780912228721,457.8299023081235,0.5833333333333334
0.1,514,2,0.2378099704265321,0.5283524706987256,0.22786666286215265,0.6609681807935104,426.7716355190448,0.9166666666666666
0.1,514,3,0.2533078095653427,0.5518126563439018,0.23741714476524547,0.7097420463079418,435.41524506152217,0.8333333333333334
0.1,514,4,0.2632733142098456,0.5145170464883461,0.2194586526068211,0.6535519201896002,419.7313249979267,1.0
0.1,643,0,0.23260877813024336,0.5703060101618244,0.20856578469826917,0.7445810960708167,593.6719450218658,0.3333333333333333
0.1,643,1,0.23111695577574987,0.5833300002427223,0.22663083033292772,0.745840302593233,593.1890658504107,0.3333333333333333
