previous_candidate_available,n_common_rows,validation_selection_score_max_abs_difference,validation_observed_nrmse_max_abs_difference,validation_latent_nrmse_radial_max_abs_difference,validation_hidden_nrmse_3d_max_abs_difference
True,8100,1.1102230246251565e-14,1.9984014443252818e-15,3.1086244689504383e-15,1.9984014443252818e-14
