noise_fraction,seed_pair_index,reference_seed,label_seed,n_noise_runs,practical_n_basis,practical_same_hidden_fraction,raw_same_hidden_fraction,test_observed_nrmse_radial_seed_mean,test_observed_nrmse_radial_within_seed_std,test_latent_nrmse_radial_seed_mean,test_latent_nrmse_radial_within_seed_std,test_hidden_nrmse_tangential_seed_mean,test_hidden_nrmse_tangential_within_seed_std,test_hidden_nrmse_3d_seed_mean,test_hidden_nrmse_3d_within_seed_std,test_hidden_direction_error_median_deg_seed_mean,test_hidden_direction_error_median_deg_within_seed_std,test_hidden_predicted_to_reference_rms_3d_seed_mean,test_hidden_predicted_to_reference_rms_3d_within_seed_std,test_raw_argmin_hidden_nrmse_3d_seed_mean,test_raw_argmin_hidden_nrmse_3d_within_seed_std,test_hidden_selector_nrmse_3d_seed_mean,test_hidden_selector_nrmse_3d_within_seed_std,delta_test_nrmse_3d_practical_minus_hidden_seed_mean,delta_test_nrmse_3d_practical_minus_hidden_within_seed_std,delta_test_nrmse_3d_raw_minus_hidden_seed_mean,delta_test_nrmse_3d_raw_minus_hidden_within_seed_std,delta_test_nrmse_3d_practical_minus_raw_seed_mean,delta_test_nrmse_3d_practical_minus_raw_within_seed_std,standardized_residual_mean_seed_mean,standardized_residual_mean_within_seed_std,standardized_residual_rms_seed_mean,standardized_residual_rms_within_seed_std,coverage_observed_radial_68_seed_mean,coverage_observed_radial_68_within_seed_std,coverage_observed_radial_95_seed_mean,coverage_observed_radial_95_within_seed_std,coverage_latent_radial_95_seed_mean,coverage_latent_radial_95_within_seed_std,coverage_latent_component_95_seed_mean,coverage_latent_component_95_within_seed_std,effective_degrees_of_freedom_seed_mean,effective_degrees_of_freedom_within_seed_std,effective_degrees_of_freedom_fraction_seed_mean,effective_degrees_of_freedom_fraction_within_seed_std
0.4,0,20260805,20260804,12,1027,0.0,0.16666666666666666,0.4128801599570733,0.01109948393082626,0.21139831902171555,0.0071750009360541395,0.6922752412630993,0.017096181285496496,0.5331363431813769,0.012602521045310233,24.91893558684707,1.1134088737427503,0.9262827803611011,0.02138053041784198,0.5258191050904836,0.012536577699586117,0.5227557469652768,0.011610568008954072,0.0103805962161001,0.006758338893951286,0.003063358125206675,0.002140799987789278,0.0073172380908934085,0.006956309494601579,-0.054717818715950994,0.04260205766798178,1.0564971629020259,0.030533525613897317,0.6584444444444445,0.011196440030664627,0.9369999999999999,0.009378677729807956,0.8327777777777777,0.014732176927970858,0.6894074074074075,0.010180562158646645,688.3815215653159,0.0,0.6702838574151081,1.1595901302887535e-16
0.4,1,20260815,20260814,12,1027,0.0,0.08333333333333333,0.4498386349984371,0.007169316809098905,0.24003007485964586,0.004312806636251827,0.7057363291044618,0.02479883173482233,0.556383799777228,0.01809054020379555,26.197317886724605,1.3130238204260254,0.9473519973614106,0.01693504389104937,0.54740275890108,0.01665220035134183,0.5493957486814882,0.017263515963753286,0.0069880510957397,0.013903010909843676,-0.001992989780408142,0.012500430665208631,0.0089810408761478,0.006703502177540387,0.006810115034751766,0.040724080182644506,1.0738625541068585,0.02077474282232323,0.6494444444444444,0.01671588691696841,0.9296666666666668,0.01074403757599274,0.816,0.009496410805236773,0.6987037037037037,0.01780952552432044,685.9935496966876,0.0,0.6679586657221886,1.1595901302887535e-16
0.4,2,20260825,20260824,12,1027,0.0,0.0,0.4180152928534078,0.008398132752812381,0.21107217925192864,0.007336854686184791,0.6471053259960834,0.013493308834673331,0.5152033219480908,0.010529033923167916,25.06741140869502,0.8307153586194171,0.9069633390970795,0.010461514884683333,0.5140673606292512,0.013800364540503061,0.5099056721611438,0.012368831371840439,0.005297649786946995,0.005159526141811362,0.004161688468107384,0.003330766770345033,0.0011359613188396177,0.007018008370519539,-0.011456071362251623,0.0402016615632529,1.064816336760695,0.019940004740667972,0.6536666666666667,0.015920255822521986,0.9332222222222221,0.008574490394296691,0.849888888888889,0.013495478729113164,0.6791111111111112,0.009064923579720526,686.6574959679538,0.0,0.6686051567360796,0.0
0.4,3,20260905,20260904,12,1027,0.08333333333333333,0.08333333333333333,0.4299522608738944,0.0147913831340256,0.21904319109106093,0.007542758101050953,0.6904237203837403,0.01713012348640449,0.5345620213013761,0.012294776772942648,26.7115819569418,0.8566479210540409,0.9342856553999835,0.01785639351436939,0.5280406020762376,0.01587245843557589,0.5188936979210941,0.01320885878641755,0.015668323380281967,0.009033537788700002,0.009146904155143458,0.009120971905025178,0.006521419225138492,0.010243740036128705,-0.01687271642709021,0.04633268235302626,1.0736674586839214,0.04121752980333364,0.6463333333333333,0.024977565691611896,0.930888888888889,0.011196440030664655,0.8367777777777777,0.016657775406142373,0.6897407407407408,0.012506997667194673,687.0538251805721,1.1874202934156835e-13,0.6689910663880937,0.0
0.4,4,20260915,20260914,12,1027,0.0,0.08333333333333333,0.4116919643731925,0.012701789565885586,0.20621952364674578,0.0039969236618894195,0.6440830203652087,0.01652763004041955,0.5052779287904762,0.012083493260287898,24.225004522667092,1.1366039514460087,0.9253054887739506,0.00931109016819632,0.500695657602122,0.016853350730054395,0.48993827514657173,0.009630236974803499,0.015339653643904274,0.0055770221462903965,0.010757382455550116,0.011048056072253794,0.00458227118835415,0.009122845323589607,-0.03205698443701208,0.04191311659938868,1.0452108085684808,0.03267025111176326,0.6643333333333333,0.020389143476791074,0.9382222222222221,0.00922593329251009,0.848,0.01202018504370246,0.7058148148148148,0.020822553889176032,687.8529707664828,1.1874202934156835e-13,0.6697692023042675,0.0
0.8,0,20260805,20260804,12,514,0.0,0.0,0.6714084304313559,0.01730661754750405,0.33897562493804995,0.008536325435672223,0.9076803939324313,0.024712632445864784,0.7111544438577013,0.01757349948852696,35.18869158822016,1.8708263091285953,0.9614818902171199,0.05664401770392109,0.7095524256613478,0.021060588129809994,0.6941041904633529,0.022346870062239538,0.017050253394348368,0.02648398131981808,0.015448235197994776,0.026125003173161406,0.0016020181963535835,0.006419055370531291,-0.05056421319683021,0.038478974758877696,1.0417619676029066,0.029739412572275935,0.663,0.0164396662454755,0.941,0.008102873913406656,0.8129999999999998,0.017413567217325773,0.7647037037037038,0.026567802143515746,412.7516284548672,5.477887010654506,0.8030187324024655,0.010657367725008771
0.8,1,20260815,20260814,12,514,0.0,0.0,0.7102158226255691,0.009066330527786964,0.36287561800034007,0.007337748895529676,0.9332521583534268,0.027129614681112184,0.7447107467435791,0.018963711485745816,37.99412201960803,2.5232840350714842,0.972125735864199,0.06765890980355144,0.7297675671037666,0.02404628726751598,0.6930464103029866,0.013175422521716752,0.05166433644059238,0.01745383233069483,0.03672115680077984,0.022970369909377144,0.014943179639812515,0.01739831488558925,-0.0015902128113792977,0.044149670352804454,1.0456847563227836,0.02001420746577351,0.6570000000000001,0.010531338514599696,0.9384444444444444,0.008968331864453772,0.8167777777777778,0.0106736088520203,0.7568148148148149,0.029420033079981988,410.60091410187175,5.074764708952465,0.7988344632332134,0.009873083091347237
0.8,2,20260825,20260824,12,514,0.08333333333333333,0.0,0.6763888540581225,0.01732347582069656,0.3300969646446598,0.013875985873933355,0.8341086772782402,0.03952822212025046,0.6748233890459064,0.0301789323374482,33.903426143741584,2.5712111314974067,0.9690899767104614,0.040982577587822276,0.6737399713238444,0.024934852679501854,0.6555777802722332,0.02114326430614449,0.01924560877367312,0.0198441993477809,0.0181621910516112,0.017231996593800217,0.001083417722061925,0.015257964946864062,-0.006056094734859741,0.039575098604519264,1.041980373219612,0.027045150568322435,0.6595555555555555,0.022586906609103202,0.9400000000000001,0.007979772407579551,0.8377777777777778,0.012316805742712019,0.7865185185185185,0.033095357018644564,417.15757000008847,4.319823572011429,0.8115906031130126,0.008404326015586428
0.8,3,20260905,20260904,12,514,0.0,0.0,0.6873441439157989,0.017610440486364738,0.3352203564508673,0.01302440113403183,0.9090119973841082,0.02554744019976154,0.713004761953186,0.01854620011176116,36.50045735784141,1.6504271342101557,0.9692945765304349,0.049937255654044936,0.7104396697964517,0.015826783112095025,0.7020853780244964,0.024010112206888097,0.010919383928689444,0.02407154316467377,0.008354291771955276,0.02285554901639137,0.0025650921567341423,0.011526796347599256,-0.02420052409047593,0.04722613653895195,1.047588028390606,0.03758499114125513,0.6565555555555554,0.02099318472061362,0.9378888888888889,0.010986983421931856,0.8358888888888889,0.021555347286299913,0.7768888888888889,0.027601785917918176,414.48553188982504,5.818013761580505,0.8063920853887646,0.011319092921362805
0.8,4,20260915,20260914,12,514,0.0,0.08333333333333333,0.6669725593376091,0.01870993250240243,0.3321253821472085,0.011371958318802163,0.8420530760920344,0.04398476995379196,0.6727091990785438,0.032913184636293585,32.935636755312,2.773515464861211,0.9844259306753509,0.050759859503112945,0.6744088462059645,0.0286256396424277,0.6591921582245248,0.02135648256039432,0.013517040854018907,0.02366426592933632,0.015216687981439615,0.020642641663889977,-0.0016996471274207253,0.01545259185077053,-0.043597527505227586,0.03729909725074479,1.0290937510782274,0.030194229994954903,0.6686666666666667,0.020620672181384428,0.944111111111111,0.010129797362869371,0.8324444444444444,0.014543097452113938,0.7998888888888889,0.03610142838328051,416.9468287733766,5.037343203814938,0.8111806007264134,0.009800278606643837
