seed_pair_index,seed_run_index,run_key,reference_seed,label_seed,scale,noise_fraction,noise_sigma,noise_realization,noise_seed,train_radial_rms,selection_policy,practical_n_basis,practical_regularization_strength,practical_penalty_power,practical_validation_selection_score,practical_validation_observed_nrmse,practical_validation_hidden_nrmse_3d,raw_argmin_n_basis,raw_argmin_regularization_strength,raw_argmin_penalty_power,hidden_selector_n_basis,hidden_selector_regularization_strength,hidden_selector_penalty_power,practical_same_hidden_candidate,raw_same_hidden_candidate,test_observed_nrmse_radial,test_latent_nrmse_radial,test_hidden_rmse_radial,test_hidden_reference_rms_radial,test_hidden_nrmse_radial,test_hidden_rmse_tangential,test_hidden_reference_rms_tangential,test_hidden_nrmse_tangential,test_hidden_rmse_3d,test_hidden_reference_rms_3d,test_hidden_nrmse_3d,test_hidden_predicted_rms_3d,test_hidden_predicted_to_reference_rms_3d,test_hidden_predicted_rms_tangential,test_hidden_predicted_to_reference_rms_tangential,test_hidden_direction_error_median_deg,test_hidden_direction_error_p90_deg,test_hidden_radial_correlation,test_hidden_radial_mean_bias,test_raw_argmin_hidden_nrmse_3d,test_hidden_selector_nrmse_3d,delta_test_nrmse_3d_practical_minus_hidden,delta_test_nrmse_3d_raw_minus_hidden,delta_test_nrmse_3d_practical_minus_raw,standardized_residual_mean,standardized_residual_rms,standardized_residual_fraction_abs_gt_1p96,standardized_residual_fraction_abs_gt_3,coverage_latent_radial_68,coverage_observed_radial_68,coverage_latent_component_68,coverage_latent_radial_95,coverage_observed_radial_95,coverage_latent_component_95,coefficient_norm,coefficient_standard_error_median,radial_prediction_standard_error_median,component_prediction_standard_error_median,n_parameters,n_observations_fit,numerical_rank,nullity,design_condition_number,normal_condition_number,normal_min_eigenvalue,normal_max_eigenvalue,effective_degrees_of_freedom,effective_degrees_of_freedom_fraction
2,26,seedpair02_ref20260825_label20260824_noise02000_rep001_seed2026084701,20260825,20260824,fiducial,0.2,52.91861809747181,1,2026084701,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.6174201009847724,0.2441961452197511,0.4746024578822514,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2472437245070336,0.1541308438970646,41.640181462001365,270.1612500727663,0.1541308438970645,195.17116562941385,324.2475651491802,0.6019202196310072,199.56374571883663,422.04689851490633,0.4728473219944494,367.79838853439634,0.8714633132682671,255.4005253764852,0.7876713746762607,23.48744421397663,56.175833562649615,0.9818637747657348,3.04635858088996,0.4666258186197887,0.4653486493513615,0.0074986726430879,0.0012771692684271,0.0062215033746607,-0.0093827396345396,1.1639042715157868,0.0906666666666666,0.0146666666666666,0.4346666666666666,0.624,0.2226666666666666,0.74,0.9093333333333332,0.4208888888888888,18750.135943966725,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,27,seedpair02_ref20260825_label20260824_noise02000_rep002_seed2026084702,20260825,20260824,fiducial,0.2,52.91861809747181,2,2026084702,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.593343148583409,0.2448986480570209,0.4586636705242995,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2563700656509236,0.1551963346826796,41.928035784584125,270.1612500727663,0.1551963346826795,191.9774109923055,324.2475651491802,0.5920704783210331,196.5026374277504,422.04689851490633,0.465594316933027,365.5469702316435,0.8661287916530743,251.65166035513596,0.7761096378298346,21.43521953180888,56.48498373301226,0.9815426189952426,0.5612237940970433,0.4598048694600392,0.4580807311858428,0.0075135857471841,0.0017241382741963,0.0057894474729878,-0.0124024378775069,1.2117034208231166,0.0973333333333333,0.016,0.4293333333333333,0.5906666666666667,0.2142222222222222,0.7626666666666667,0.9026666666666666,0.4315555555555556,17877.501376548476,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,28,seedpair02_ref20260825_label20260824_noise02000_rep003_seed2026084703,20260825,20260824,fiducial,0.2,52.91861809747181,3,2026084703,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.526472946222036,0.2386913404495502,0.4667883556649126,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2383342155006833,0.1475335919044969,39.85785961664426,270.1612500727663,0.147533591904497,194.22764012894797,324.2475651491802,0.599010327308356,198.2751249231235,422.04689851490633,0.4697940575343918,369.2099620436702,0.8748079024934003,257.9809325837566,0.7956295137175955,21.78379226561897,60.65316875866269,0.9834109950611376,2.4849155020995,0.4645518531479755,0.4635076897275873,0.0062863678068044,0.0010441634203881,0.0052422043864163,-0.0133526091475365,1.1405027974917157,0.092,0.0066666666666666,0.4733333333333333,0.632,0.2391111111111111,0.7573333333333333,0.908,0.4355555555555555,18510.259489926077,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,29,seedpair02_ref20260825_label20260824_noise02000_rep004_seed2026084704,20260825,20260824,fiducial,0.2,52.91861809747181,4,2026084704,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.5838851358275905,0.2403053851696689,0.4659944396550136,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2393196699338253,0.154080763674486,41.62665172646562,270.1612500727663,0.154080763674486,194.7481750870103,324.2475651491802,0.600615690043533,199.1472566561671,422.04689851490633,0.4718604907580748,370.7245494667571,0.8783965733932847,259.33566654329326,0.7998075989374902,21.91741049877215,59.2859689354057,0.981841008566374,2.4126230385538343,0.4703373405714682,0.4702214440448543,0.0016390467132205,0.0001158965266139,0.0015231501866065,-0.0823028431117052,1.1489478574063503,0.084,0.0093333333333333,0.4346666666666666,0.62,0.2302222222222222,0.7333333333333333,0.916,0.432,18855.58611715382,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,30,seedpair02_ref20260825_label20260824_noise02000_rep005_seed2026084705,20260825,20260824,fiducial,0.2,52.91861809747181,5,2026084705,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.7456263068764113,0.2554956447878668,0.4767347940494407,2050,0.0001,2.0,2050,0.0001,2.0,False,True,0.2382864742831512,0.1532560052682963,41.40383396444141,270.1612500727663,0.1532560052682964,197.39211685225072,324.2475651491802,0.6087697736802875,201.68769239189493,422.04689851490633,0.4778798117024226,364.2165086645351,0.8629763894631991,251.83750591521348,0.7766827972920869,23.12087126471166,55.811964138249,0.9821431921054145,3.2075423991300287,0.47074475247756,0.47074475247756,0.0071350592248626,0.0,0.0071350592248626,-0.0669689720986428,1.1341269035812047,0.072,0.016,0.4493333333333333,0.632,0.2373333333333333,0.7573333333333333,0.928,0.4293333333333333,18446.940500952114,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,31,seedpair02_ref20260825_label20260824_noise02000_rep006_seed2026084706,20260825,20260824,fiducial,0.2,52.91861809747181,6,2026084706,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.6973489977324565,0.2501004156656859,0.4754500390381656,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2510246770230728,0.1565634215223126,42.29736967413741,270.1612500727663,0.1565634215223126,189.82611367568205,324.2475651491802,0.585435741324215,194.4814153449208,422.04689851490633,0.4608052233750792,369.30103835377264,0.8750236991511247,259.5985692993044,0.8006184076659696,22.2358927798105,55.33005344345967,0.9813638545098268,2.242233660808759,0.4564778916104946,0.454965846941524,0.0058393764335552,0.0015120446689706,0.0043273317645846,-0.0714307576915176,1.2082364465357844,0.0933333333333333,0.0133333333333333,0.432,0.568,0.2266666666666666,0.724,0.9066666666666666,0.4422222222222222,18260.184402862546,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,32,seedpair02_ref20260825_label20260824_noise02000_rep007_seed2026084707,20260825,20260824,fiducial,0.2,52.91861809747181,7,2026084707,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.556421856963606,0.2408632399418663,0.4773883771688748,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2412774280934771,0.1581490159150948,42.72573583739983,270.1612500727663,0.1581490159150948,194.5063569749123,324.2475651491802,0.599869907690513,199.1436953722093,422.04689851490633,0.4718520526343251,363.92775176282953,0.862292207438117,250.3045484086719,0.771955059380358,22.016948262209056,58.23070930866719,0.9808616469899762,1.2257717757403372,0.4661928625791249,0.4648700230259295,0.0069820296083956,0.0013228395531953,0.0056591900552002,-0.0053215152988707,1.1495395107909818,0.0906666666666666,0.012,0.416,0.6386666666666667,0.2373333333333333,0.7306666666666667,0.9093333333333332,0.4333333333333333,18228.99512342944,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,33,seedpair02_ref20260825_label20260824_noise02000_rep008_seed2026084708,20260825,20260824,fiducial,0.2,52.91861809747181,8,2026084708,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.5141331381114895,0.2384758064728063,0.4619451174915053,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.240705435934538,0.1504749114697782,40.652490187264114,270.1612500727663,0.1504749114697782,191.0458515022172,324.2475651491802,0.5891974899312523,195.3231740849837,422.04689851490633,0.4627996906796011,367.0951296737791,0.869797008260241,255.53759234698344,0.7880940978829413,22.31138909218333,57.09871791017508,0.9827681937522524,2.8859494438484594,0.4577482051947563,0.456812573433237,0.005987117246364,0.0009356317615192,0.0050514854848448,-0.0455491842567999,1.1497319548866851,0.084,0.012,0.44,0.624,0.228,0.736,0.916,0.4364444444444444,18512.61196505128,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,34,seedpair02_ref20260825_label20260824_noise02000_rep009_seed2026084709,20260825,20260824,fiducial,0.2,52.91861809747181,9,2026084709,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.436621704737065,0.2287215482469605,0.4674813508325847,2050,0.0001,2.0,2050,0.0001,2.0,False,True,0.2447660310807418,0.1475499515514171,39.86227935930697,270.1612500727663,0.1475499515514171,188.30195177369936,324.2475651491802,0.5807351296132792,192.47500190285496,422.04689851490633,0.4560512174834923,368.2045922939253,0.8724257744567234,256.595623434933,0.7913571326800192,21.45805162243308,54.73788779653972,0.9834045859004656,2.084438796915697,0.4482013858020484,0.4482013858020484,0.0078498316814439,0.0,0.0078498316814439,-0.0194011968040689,1.1649552035971449,0.1,0.0093333333333333,0.4506666666666666,0.64,0.2342222222222222,0.7733333333333333,0.9,0.4524444444444444,18574.914865219205,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,35,seedpair02_ref20260825_label20260824_noise02000_rep010_seed2026084710,20260825,20260824,fiducial,0.2,52.91861809747181,10,2026084710,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.6761178728745276,0.2506255391272603,0.4572868270956,1795,0.0001,2.0,2050,0.0001,2.0,False,False,0.2469643080408616,0.1570670368032662,42.43342700799559,270.1612500727663,0.1570670368032662,192.7867336970058,324.2475651491802,0.5945664807330419,197.40141949135807,422.04689851490633,0.4677238955812064,367.0038051617392,0.8695806235116237,254.2050743618208,0.7839845281332053,21.863700097212824,54.54392463813529,0.981118397727484,0.2043961883614065,0.4652542721061735,0.4641610232994575,0.0035628722817488,0.0010932488067159,0.0024696234750329,-0.0049209263976681,1.1777851964099737,0.096,0.0146666666666666,0.4146666666666667,0.6253333333333333,0.2444444444444444,0.7426666666666667,0.904,0.4453333333333333,18480.95185284137,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
2,36,seedpair02_ref20260825_label20260824_noise02000_rep011_seed2026084711,20260825,20260824,fiducial,0.2,52.91861809747181,11,2026084711,264.593090487359,combined_practical_basis,1539,0.0001,2.0,1.8012260309683992,0.2561010334570935,0.4789359029994046,2050,0.0001,2.0,2050,0.0001,2.0,False,True,0.2491295729653468,0.1601737494510913,43.27274038054892,270.1612500727663,0.1601737494510914,194.1358326682134,324.2475651491802,0.5987271872925095,198.90010453949725,422.04689851490633,0.4712748873155675,366.3343159686233,0.8679943325200972,253.43526747938324,0.781610395016482,21.826109424924915,56.58437517897166,0.980339606716474,0.9823135527884684,0.466041510991973,0.466041510991973,0.0052333763235945,0.0,0.0052333763235945,0.0068931135111431,1.181903921727379,0.0933333333333333,0.0066666666666666,0.4373333333333333,0.592,0.2257777777777777,0.7373333333333333,0.9066666666666666,0.4275555555555556,18764.657690447544,15.863149531840175,21.15521084707887,30.21646094627527,1539,4250,1539,0,1907.365108157172,81325.6471841569,4.613539489972173e-07,0.0375199084831652,851.1370468439217,0.5530455145184676
3,25,seedpair03_ref20260905_label20260904_noise02000_rep000_seed2026085700,20260905,20260904,fiducial,0.2,52.855261886141264,0,2026085700,264.2763094307063,combined_practical_basis,1539,0.0001,2.0,1.6753138562459309,0.2543154851442095,0.4839145214560643,2050,0.0001,2.0,2050,0.0001,2.0,False,True,0.2536464224244429,0.1672326568253542,43.96138806942008,262.87561833888816,0.1672326568253542,183.8078282607434,293.312312813324,0.6266625035196742,188.9918553031349,393.8726996949065,0.4798297913247805,354.2432706456553,0.8993851844010815,242.07730201519007,0.8253226729327863,24.289848928468203,56.961715805088765,0.978925409965993,0.4508990546344254,0.4757569042303051,0.4757569042303051,0.0040728870944754,0.0,0.0040728870944754,-0.0322836918695094,1.189819199028303,0.1,0.012,0.424,0.6066666666666667,0.2155555555555555,0.7106666666666667,0.9,0.4297777777777777,16975.489123008138,15.93391230786727,21.41281732135737,30.14983627982066,1539,4250,1539,0,2533.1999216626846,144843.88224496413,4.4848235364107314e-07,0.0649599252197319,851.4958051180972,0.5532786258077305
3,26,seedpair03_ref20260905_label20260904_noise02000_rep001_seed2026085701,20260905,20260904,fiducial,0.2,52.855261886141264,1,2026085701,264.2763094307063,combined_practical_basis,1539,0.0001,2.0,1.620901154736062,0.2514630310221395,0.4743763697897344,2050,0.0001,2.0,2050,0.0001,2.0,False,True,0.2608693912659334,0.1639595354151257,43.100964254808005,262.87561833888816,0.1639595354151257,179.10324567853158,293.312312813324,0.6106230044032289,184.21635576755577,393.8726996949065,0.4677053167438353,347.8105737342999,0.8830532656965403,235.8923606162213,0.8042361343567358,24.398301433782912,60.494295729588025,0.9799346039552403,3.5598318888908635,0.4631470197656767,0.4631470197656767,0.0045582969781585,0.0,0.0045582969781585,-0.0721785452577048,1.220058680907193,0.112,0.02,0.4253333333333333,0.5973333333333334,0.2226666666666666,0.72,0.888,0.4493333333333333,17132.099536169953,15.93391230786727,21.41281732135737,30.14983627982066,1539,4250,1539,0,2533.1999216626846,144843.88224496413,4.4848235364107314e-07,0.0649599252197319,851.4958051180972,0.5532786258077305
