family,role,n_replicates,parent_validation_nrmse_mean,parent_validation_nrmse_std,unweighted_validation_nrmse_mean,unweighted_validation_nrmse_std,parent_normalized_rmse_mean,parent_normalized_rmse_std,unweighted_normalized_rmse_mean,unweighted_normalized_rmse_std,query_primary_normalized_rmse_mean,query_primary_normalized_rmse_std,parent_median_direction_error_deg_mean,parent_median_direction_error_deg_std,query_primary_median_direction_error_deg_mean,query_primary_median_direction_error_deg_std,parent_vector_gain_through_origin_mean,parent_vector_gain_through_origin_std,query_primary_vector_gain_through_origin_mean,query_primary_vector_gain_through_origin_std
local,local_unweighted,10,0.08497064895043076,0.007387917536687311,0.05774232647614249,0.003963622869040645,0.07717865756537272,0.0034619588752682205,0.05248297237536603,0.0021023067524002393,0.05475859775912092,0.0013913462798046477,1.5702834784460946,0.10398425527004912,1.2919447705334446,0.04204457632636439,0.9918616690919866,0.0021867431962501304,0.9951358933409855,0.0010588755258724607
local,local_full_inverse,10,0.0848408907805284,0.007408538923291184,0.05763369700037611,0.003990195096608762,0.07714763605504904,0.003407464920664244,0.05245961145427287,0.0020283558105038298,0.05469935773612596,0.0014151084931964845,1.5680088332753273,0.10624175601827726,1.2979354100999239,0.056035347813412725,0.9913443475473104,0.002287624508857622,0.9942484170328413,0.0012544186086100523
local,local_selection_optimized,10,0.08256054310888453,0.007143353135088491,0.056184756854838966,0.0038499924205940873,0.07449049181128878,0.004045175860236029,0.05078602247767433,0.002536873256564137,0.053946175512736415,0.0009356999126014569,1.55896110565201,0.13442747518369583,1.2930097716167437,0.06261190042900973,0.9910852934374608,0.0015775461858016848,0.9937030548718582,0.0008820027614593616
