model_id,model_role,protocol,selector,loss_name,loss_label,subset,region_id,m_lim,n_basis,n_diffusion_modes,regularization_strength,penalty_power,extra_cholesky_jitter,n_octants,octant_nrmse_3d_mean,octant_nrmse_3d_std,worst_octant_nrmse_3d,n,nrmse_radial,nrmse_tangential,nrmse_3d,direction_error_median_deg,direction_error_p90_deg,vector_gain_through_origin,replicate,label_seed
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_0,0.0,10.95592439771875,3586,3583,1e-06,2.0,0.0,,,,,66,0.03340274531249559,0.1552854855897534,0.11176321259115155,6.523932271746471,8.947281906761559,1.0015835566622804,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_0,0.0,10.95592439771875,3586,3583,1e-06,2.0,0.0,,,,,8,0.0831829696910341,0.17696906310538674,0.13729223946720354,5.759385078924645,8.99963952081004,0.9962836074336009,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_1,1.0,11.25592439771875,3586,3583,1e-06,2.0,0.0,,,,,76,0.061598071893716085,0.1082571072507524,0.08946328872207028,3.2508309149261008,6.79594637492561,0.9942460649461167,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_1,1.0,11.25592439771875,3586,3583,1e-06,2.0,0.0,,,,,7,0.025790643600701692,0.08466578967392505,0.06568498552309211,2.779904071564525,3.176840496995852,0.985770551940916,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_2,2.0,11.55592439771875,3586,3583,1e-06,2.0,0.0,,,,,89,0.12050606964261124,0.198825725629103,0.18472042889911844,8.327983226057858,13.657482592464714,0.9566340045222516,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_2,2.0,11.55592439771875,3586,3583,1e-06,2.0,0.0,,,,,12,0.1185146945642164,0.28560111114751946,0.2638324003867928,9.99979577130241,22.32223496154463,0.8835651164107247,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_3,3.0,11.85592439771875,3586,3583,1e-06,2.0,0.0,,,,,118,0.07353263466698427,0.162575025412193,0.1511402450346803,4.7309318515798715,11.356022841168656,0.932358610858707,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_3,3.0,11.85592439771875,3586,3583,1e-06,2.0,0.0,,,,,24,0.17266739753599003,0.18204405768672477,0.18068352392709625,6.466787591074086,14.629204713123917,0.9424917324693749,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_4,4.0,12.15592439771875,3586,3583,1e-06,2.0,0.0,,,,,100,0.11919232447445746,0.27835275821807753,0.25336792733283,8.01166761423273,16.023576979507542,0.974770608673005,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_4,4.0,12.15592439771875,3586,3583,1e-06,2.0,0.0,,,,,18,0.14062101849178765,0.24674546408547718,0.23667234760402392,6.671181483799787,11.070945544720818,1.119491775050262,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_5,5.0,12.45592439771875,3586,3583,1e-06,2.0,0.0,,,,,183,0.046508878210977274,0.25568415593355504,0.19934287555309316,8.382722708391945,18.931726534220978,0.9977593964855822,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_5,5.0,12.45592439771875,3586,3583,1e-06,2.0,0.0,,,,,37,0.06916261264918032,0.20466229509883815,0.16727067750330996,5.916347579937392,13.65585342515174,1.0234493969185783,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_6,6.0,12.75592439771875,3586,3583,1e-06,2.0,0.0,,,,,332,0.06026449465659837,0.4063186999130016,0.31857305966681293,11.615051932417622,31.52927338028344,0.8855550311787472,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_6,6.0,12.75592439771875,3586,3583,1e-06,2.0,0.0,,,,,73,0.19597951139748948,0.3892952627137817,0.34483838831090546,13.124651576557167,35.15441723516926,0.8797080734949335,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_7,7.0,13.05592439771875,3586,3583,1e-06,2.0,0.0,,,,,539,0.058514643859288125,0.3712958504633036,0.2873000896884083,11.956668259760137,30.524857816156814,0.9560532734129032,1,20261203
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_7,7.0,13.05592439771875,3586,3583,1e-06,2.0,0.0,,,,,104,0.11509650838037773,0.3741879495702464,0.2941542315171583,14.243406518894643,31.730118952524784,0.9003411131465108,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_parent_weighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.19582964604732278,0.07861657599236926,0.3149888767354832,1503,0.0613171009456991,0.30846324426328064,0.24909875521916897,9.031295381124334,25.521081362197013,0.9519128094053886,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_global_parent_weighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.19231695902192514,0.07063393942161447,0.29713111751197896,1503,0.06263099869760076,0.30457267111002667,0.25005969531870864,8.967090825804766,25.440164328133175,0.9512192076194427,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.16607433136708302,0.06680764348596015,0.2685588368889845,1503,0.04868196299540376,0.24692202988916825,0.2027666331728129,6.647966037023043,21.140891396422024,0.9614117793660854,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_support,,,3842,3839,1e-06,2.0,0.0,8.0,0.20179494483514396,0.08726373932972271,0.3452095583211476,283,0.11905888445357046,0.30608933427993795,0.2583146211482577,9.726752279652187,29.49172164823059,0.9385836637440969,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_common_strict_support,,,3842,3839,1e-06,2.0,0.0,7.0,0.15109691367726283,0.07917316182060653,0.28022192748587954,32,0.09861970779786895,0.19291306116030352,0.16143983211380633,3.6519411229386254,14.979072737064755,0.9773172507646599,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_near_octant_boundary,,,3842,3839,1e-06,2.0,0.0,8.0,0.19652831583343394,0.07840399498671086,0.3058137124540096,88,0.10290355986690124,0.2725990954939996,0.22844178886773459,8.30873406014635,19.24368370291501,0.9687539921669392,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_far_from_octant_boundary,,,3842,3839,1e-06,2.0,0.0,7.0,0.2218640160015791,0.09132751624034628,0.3748059108469404,118,0.10518021170792619,0.3372633344633502,0.27565749540455037,13.442944707611005,33.47003959652326,0.915893345119273,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_0,0.0,10.95592439771875,3842,3839,1e-06,2.0,0.0,,,,,66,0.03461667270875121,0.1403515327629915,0.10172987536754033,4.863785697939367,8.821662558455133,0.9954239827406063,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_0,0.0,10.95592439771875,3842,3839,1e-06,2.0,0.0,,,,,8,0.07774788231269775,0.1475414448511945,0.117187377707145,5.023146703209631,7.545392152007947,1.0057300445170543,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_1,1.0,11.25592439771875,3842,3839,1e-06,2.0,0.0,,,,,76,0.06334308068834259,0.10434544761418388,0.08754542296819356,3.1416344472300914,6.398495735122954,0.9926168905589511,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_1,1.0,11.25592439771875,3842,3839,1e-06,2.0,0.0,,,,,7,0.024356954970462957,0.07416542146925383,0.05785375652805065,1.5549794047121694,3.463856596206224,0.9851949797197967,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_2,2.0,11.55592439771875,3842,3839,1e-06,2.0,0.0,,,,,89,0.11658339853576662,0.18810580378479128,0.17512804219688957,8.38873401070671,12.840035133552334,0.9609081151270319,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_2,2.0,11.55592439771875,3842,3839,1e-06,2.0,0.0,,,,,12,0.13656957415253798,0.21664595563558844,0.2047568924502122,9.461542348243334,16.668550678711274,0.947007339973073,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_3,3.0,11.85592439771875,3842,3839,1e-06,2.0,0.0,,,,,118,0.07296832333432088,0.15975058193726827,0.14857394515159017,5.079069967743182,10.590673966359288,0.9336249490953634,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_3,3.0,11.85592439771875,3842,3839,1e-06,2.0,0.0,,,,,24,0.17107494502224796,0.18304373458008782,0.1813177651490895,5.2237508839557085,14.367684561718763,0.9400954376389392,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_4,4.0,12.15592439771875,3842,3839,1e-06,2.0,0.0,,,,,100,0.11931276130268681,0.2796869328522251,0.2545378939901041,8.03221531318746,15.799803385812769,0.9733030353493267,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_4,4.0,12.15592439771875,3842,3839,1e-06,2.0,0.0,,,,,18,0.11422460374281596,0.23933522160566761,0.22812639495890355,6.276658002844516,10.11972703480089,1.1154881621784838,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_5,5.0,12.45592439771875,3842,3839,1e-06,2.0,0.0,,,,,183,0.044756478269140934,0.25125253154390814,0.19579914644277108,8.082924746087595,18.589996442305768,0.9944495247688201,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_5,5.0,12.45592439771875,3842,3839,1e-06,2.0,0.0,,,,,37,0.06867579707888045,0.21483153058830326,0.17498938529111197,5.988617218973531,16.770080977498147,1.0152533224424793,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_6,6.0,12.75592439771875,3842,3839,1e-06,2.0,0.0,,,,,332,0.05710277095560868,0.4019816974437744,0.3149888767354832,11.513158547336637,30.362248186301926,0.8853928187807937,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_6,6.0,12.75592439771875,3842,3839,1e-06,2.0,0.0,,,,,73,0.1908917571117563,0.3907796315144006,0.3452095583211476,13.467216446033245,33.972616570333386,0.8706038084754787,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_octant_7,7.0,13.05592439771875,3842,3839,1e-06,2.0,0.0,,,,,539,0.05615983817038137,0.3729083990670509,0.28833396552601026,11.649546769010362,30.61347892605931,0.9553995155457118,1,20261203
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_region_primary_octant_7,7.0,13.05592439771875,3842,3839,1e-06,2.0,0.0,,,,,104,0.11449398851704204,0.3889385563791514,0.30491842827549115,14.85729933746033,31.300301805941405,0.8939284262612397,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_parent_weighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.19582964604732278,0.07861657599236926,0.3149888767354832,1503,0.0613171009456991,0.30846324426328064,0.24909875521916897,9.031295381124334,25.521081362197013,0.9519128094053886,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_global_parent_weighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.19231695902192514,0.07063393942161447,0.29713111751197896,1503,0.06263099869760076,0.30457267111002667,0.25005969531870864,8.967090825804766,25.440164328133175,0.9512192076194427,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,,,3842,3839,1e-06,2.0,0.0,8.0,0.16607433136708302,0.06680764348596015,0.2685588368889845,1503,0.04868196299540376,0.24692202988916825,0.2027666331728129,6.647966037023043,21.140891396422024,0.9614117793660854,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_support,,,3842,3839,1e-06,2.0,0.0,8.0,0.20179494483514396,0.08726373932972271,0.3452095583211476,283,0.11905888445357046,0.30608933427993795,0.2583146211482577,9.726752279652187,29.49172164823059,0.9385836637440969,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_common_strict_support,,,3842,3839,1e-06,2.0,0.0,7.0,0.15109691367726283,0.07917316182060653,0.28022192748587954,32,0.09861970779786895,0.19291306116030352,0.16143983211380633,3.6519411229386254,14.979072737064755,0.9773172507646599,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_near_octant_boundary,,,3842,3839,1e-06,2.0,0.0,8.0,0.19652831583343394,0.07840399498671086,0.3058137124540096,88,0.10290355986690124,0.2725990954939996,0.22844178886773459,8.30873406014635,19.24368370291501,0.9687539921669392,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_far_from_octant_boundary,,,3842,3839,1e-06,2.0,0.0,7.0,0.2218640160015791,0.09132751624034628,0.3748059108469404,118,0.10518021170792619,0.3372633344633502,0.27565749540455037,13.442944707611005,33.47003959652326,0.915893345119273,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_0,0.0,10.95592439771875,3842,3839,1e-06,2.0,0.0,,,,,66,0.03461667270875121,0.1403515327629915,0.10172987536754033,4.863785697939367,8.821662558455133,0.9954239827406063,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_0,0.0,10.95592439771875,3842,3839,1e-06,2.0,0.0,,,,,8,0.07774788231269775,0.1475414448511945,0.117187377707145,5.023146703209631,7.545392152007947,1.0057300445170543,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_1,1.0,11.25592439771875,3842,3839,1e-06,2.0,0.0,,,,,76,0.06334308068834259,0.10434544761418388,0.08754542296819356,3.1416344472300914,6.398495735122954,0.9926168905589511,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_1,1.0,11.25592439771875,3842,3839,1e-06,2.0,0.0,,,,,7,0.024356954970462957,0.07416542146925383,0.05785375652805065,1.5549794047121694,3.463856596206224,0.9851949797197967,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_2,2.0,11.55592439771875,3842,3839,1e-06,2.0,0.0,,,,,89,0.11658339853576662,0.18810580378479128,0.17512804219688957,8.38873401070671,12.840035133552334,0.9609081151270319,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_region_primary_octant_2,2.0,11.55592439771875,3842,3839,1e-06,2.0,0.0,,,,,12,0.13656957415253798,0.21664595563558844,0.2047568924502122,9.461542348243334,16.668550678711274,0.947007339973073,1,20261203
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_octant_3,3.0,11.85592439771875,3842,3839,1e-06,2.0,0.0,,,,,118,0.07296832333432088,0.15975058193726827,0.14857394515159017,5.079069967743182,10.590673966359288,0.9336249490953634,1,20261203
