protocol,label_seed,loss_name,loss_label,octant_subset,n_octants,octant_ids,missing_octant_ids,nrmse_3d_mean,nrmse_3d_std,nrmse_3d_worst,nrmse_3d_best,nrmse_3d_range
retuned_raw,20270113,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23230511033093942,0.09538949804352452,0.4042062790466266,0.07803157935780801,0.32617469968881857
matched_unweighted_practical,20270113,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21045277740386492,0.08311017228062234,0.3539279293289788,0.10721462996748143,0.24671329936149738
matched_unweighted_practical,20270113,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22670271761128533,0.09603527679698494,0.40540426423973225,0.07328167026607402,0.33212259397365823
matched_raw_operational_structure,20270113,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21105796247228506,0.08048061958542745,0.3445554805009791,0.10760697713066812,0.23694850337031098
matched_raw_operational_structure,20270113,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23230511033093942,0.09538949804352452,0.4042062790466266,0.07803157935780801,0.32617469968881857
retuned_practical,20270123,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20550042559422993,0.08227686392956247,0.33501934949608847,0.08487215737894734,0.25014719211714115
retuned_practical,20270123,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20613832580680896,0.09743337901031589,0.3917543559832238,0.05749288899617639,0.3342614669870474
retuned_raw,20270123,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20379477037707333,0.08171938418817559,0.33016903489041177,0.08147497544519679,0.248694059445215
retuned_raw,20270123,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2104788939868132,0.09384146446459339,0.3858069897456261,0.061049048856182765,0.3247579408894433
matched_unweighted_practical,20270123,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20550042559422993,0.08227686392956247,0.33501934949608847,0.08487215737894734,0.25014719211714115
matched_unweighted_practical,20270123,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20613832580680896,0.09743337901031589,0.3917543559832238,0.05749288899617639,0.3342614669870474
matched_raw_operational_structure,20270123,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20379477037707333,0.08171938418817559,0.33016903489041177,0.08147497544519679,0.248694059445215
matched_raw_operational_structure,20270123,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2104788939868132,0.09384146446459339,0.3858069897456261,0.061049048856182765,0.3247579408894433
retuned_practical,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22775590794887116,0.07597838000972484,0.3539858071870575,0.11808945938078007,0.23589634780627744
retuned_practical,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23192271377881016,0.09672600885373552,0.40873803795297414,0.07757474214750541,0.3311632958054687
retuned_raw,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22425751008216646,0.07900849818764849,0.3526705813237813,0.11574321199387358,0.23692736932990774
retuned_raw,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23645213632714815,0.09671256120814926,0.4108871161058494,0.08367835711294798,0.3272087589929014
matched_unweighted_practical,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22775590794887116,0.07597838000972484,0.3539858071870575,0.11808945938078007,0.23589634780627744
matched_unweighted_practical,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23192271377881016,0.09672600885373552,0.40873803795297414,0.07757474214750541,0.3311632958054687
matched_raw_operational_structure,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22425751008216646,0.07900849818764849,0.3526705813237813,0.11574321199387358,0.23692736932990774
matched_raw_operational_structure,20270123,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23645213632714815,0.09671256120814926,0.4108871161058494,0.08367835711294798,0.3272087589929014
retuned_practical,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2226878749310642,0.07539122694360144,0.3482414643128764,0.11481020285680316,0.23343126145607324
retuned_practical,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2254382677587629,0.09523107149612092,0.4026660863669789,0.07439761865129678,0.32826846771568213
retuned_raw,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21943690273834923,0.07890999774452023,0.34510783793796246,0.10747738456781543,0.23763045337014704
retuned_raw,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22881688704807684,0.09611072068671817,0.3995248061868373,0.07618079810128202,0.32334400808555525
matched_unweighted_practical,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2226878749310642,0.07539122694360144,0.3482414643128764,0.11481020285680316,0.23343126145607324
matched_unweighted_practical,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2254382677587629,0.09523107149612092,0.4026660863669789,0.07439761865129678,0.32826846771568213
matched_raw_operational_structure,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21943690273834923,0.07890999774452023,0.34510783793796246,0.10747738456781543,0.23763045337014704
matched_raw_operational_structure,20270123,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22881688704807684,0.09611072068671817,0.3995248061868373,0.07618079810128202,0.32334400808555525
retuned_practical,20270203,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20520592363204856,0.09685939043528326,0.36637310991746735,0.08250158942234465,0.2838715204951227
retuned_practical,20270203,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21192527993657098,0.10275256354318969,0.4077845397154676,0.060692113969842344,0.3470924257456252
retuned_raw,20270203,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2049887023269404,0.09105265108956483,0.3414900792251141,0.08611934096663135,0.2553707382584828
retuned_raw,20270203,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21734214515557929,0.09362715815400151,0.3812483878834699,0.06592676419482972,0.31532162368864014
matched_unweighted_practical,20270203,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20520592363204856,0.09685939043528326,0.36637310991746735,0.08250158942234465,0.2838715204951227
matched_unweighted_practical,20270203,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21192527993657098,0.10275256354318969,0.4077845397154676,0.060692113969842344,0.3470924257456252
matched_raw_operational_structure,20270203,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2049887023269404,0.09105265108956483,0.3414900792251141,0.08611934096663135,0.2553707382584828
matched_raw_operational_structure,20270203,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21734214515557929,0.09362715815400151,0.3812483878834699,0.06592676419482972,0.31532162368864014
retuned_practical,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22060182103525455,0.09227610243782958,0.38034525966822347,0.11011443588666905,0.2702308237815544
retuned_practical,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2346394371590837,0.10396878121818387,0.42440240572595067,0.07677549024049901,0.34762691548545166
retuned_raw,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2207543062814865,0.08644691035531592,0.35581639500551465,0.11442265088576102,0.24139374411975362
retuned_raw,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.24206894737712586,0.09127689738106513,0.3991658097139729,0.0907077796382089,0.308458030075764
matched_unweighted_practical,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22060182103525455,0.09227610243782958,0.38034525966822347,0.11011443588666905,0.2702308237815544
matched_unweighted_practical,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2346394371590837,0.10396878121818387,0.42440240572595067,0.07677549024049901,0.34762691548545166
matched_raw_operational_structure,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2207543062814865,0.08644691035531592,0.35581639500551465,0.11442265088576102,0.24139374411975362
matched_raw_operational_structure,20270203,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.24206894737712586,0.09127689738106513,0.3991658097139729,0.0907077796382089,0.308458030075764
retuned_practical,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2167751759657143,0.09227836275209694,0.37496256602174116,0.11307159337961296,0.2618909726421282
retuned_practical,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22812475267766383,0.10217669364390725,0.4199259179003791,0.07047650910224178,0.3494494087981373
retuned_raw,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21691949158359275,0.08620696440274586,0.34880432428177516,0.11133897090547452,0.23746535337630065
retuned_raw,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23592941034101225,0.0910611419854017,0.3911648830271019,0.08452844589824687,0.306636437128855
matched_unweighted_practical,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2167751759657143,0.09227836275209694,0.37496256602174116,0.11307159337961296,0.2618909726421282
matched_unweighted_practical,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22812475267766383,0.10217669364390725,0.4199259179003791,0.07047650910224178,0.3494494087981373
matched_raw_operational_structure,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21691949158359275,0.08620696440274586,0.34880432428177516,0.11133897090547452,0.23746535337630065
matched_raw_operational_structure,20270203,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23592941034101225,0.0910611419854017,0.3911648830271019,0.08452844589824687,0.306636437128855
retuned_practical,20270213,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2001866604817583,0.0971491590430755,0.36750330840667794,0.06989907516352116,0.29760423324315677
retuned_practical,20270213,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20248410806981448,0.09427715555884468,0.3832161222631463,0.06641397049396393,0.31680215176918236
retuned_raw,20270213,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20130334638765263,0.09262999807212827,0.356167417425306,0.08320998771619853,0.27295742970910747
retuned_raw,20270213,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20517539957764783,0.08512339609007172,0.34957071928428834,0.07032056366018895,0.2792501556240994
matched_unweighted_practical,20270213,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2001866604817583,0.0971491590430755,0.36750330840667794,0.06989907516352116,0.29760423324315677
matched_unweighted_practical,20270213,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20248410806981448,0.09427715555884468,0.3832161222631463,0.06641397049396393,0.31680215176918236
matched_raw_operational_structure,20270213,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20130334638765263,0.09262999807212827,0.356167417425306,0.08320998771619853,0.27295742970910747
matched_raw_operational_structure,20270213,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20517539957764783,0.08512339609007172,0.34957071928428834,0.07032056366018895,0.2792501556240994
retuned_practical,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21190569227333103,0.09061718817176187,0.3724046999635428,0.09868885795115694,0.27371584201238586
retuned_practical,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.218739131483885,0.09146319251157375,0.3916740994426096,0.08889158700621622,0.3027825124363934
retuned_raw,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2153821403043587,0.0895609327128743,0.3676149222003546,0.11636473382127298,0.2512501883790816
retuned_raw,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22571944781519523,0.08364338991886194,0.37160511662005846,0.0944489240763591,0.2771561925436994
matched_unweighted_practical,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21190569227333103,0.09061718817176187,0.3724046999635428,0.09868885795115694,0.27371584201238586
matched_unweighted_practical,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.218739131483885,0.09146319251157375,0.3916740994426096,0.08889158700621622,0.3027825124363934
matched_raw_operational_structure,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2153821403043587,0.0895609327128743,0.3676149222003546,0.11636473382127298,0.2512501883790816
matched_raw_operational_structure,20270213,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22571944781519523,0.08364338991886194,0.37160511662005846,0.0944489240763591,0.2771561925436994
retuned_practical,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20956145828515174,0.09191739266249492,0.37063107596648204,0.09467020163975053,0.2759608743267315
retuned_practical,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21562136353164088,0.0923023086293926,0.3899729407664903,0.08011841440782402,0.3098545263586663
retuned_raw,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21282157188378542,0.08938175235684669,0.3621092558414719,0.11563842189834062,0.2464708339431313
retuned_raw,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22168040024217273,0.08526241475409074,0.3623271620777429,0.08250331578112186,0.27982384629662105
matched_unweighted_practical,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.20956145828515174,0.09191739266249492,0.37063107596648204,0.09467020163975053,0.2759608743267315
matched_unweighted_practical,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21562136353164088,0.0923023086293926,0.3899729407664903,0.08011841440782402,0.3098545263586663
matched_raw_operational_structure,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.21282157188378542,0.08938175235684669,0.3621092558414719,0.11563842189834062,0.2464708339431313
matched_raw_operational_structure,20270213,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22168040024217273,0.08526241475409074,0.3623271620777429,0.08250331578112186,0.27982384629662105
retuned_practical,20270223,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.1989195340615552,0.09284354292292861,0.369102492020584,0.08045812070981598,0.28864437131076803
retuned_practical,20270223,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21163862844316594,0.09577787091023812,0.4039462796454997,0.07820486953049803,0.32574141011500163
retuned_raw,20270223,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.19717383061719218,0.09068460703269522,0.3562850484790204,0.08605168735371294,0.2702333611253075
retuned_raw,20270223,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20636954678220287,0.09035607486463673,0.37119670092913887,0.061028845720586616,0.3101678552085523
matched_unweighted_practical,20270223,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.1989195340615552,0.09284354292292861,0.369102492020584,0.08045812070981598,0.28864437131076803
matched_unweighted_practical,20270223,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21163862844316594,0.09577787091023812,0.4039462796454997,0.07820486953049803,0.32574141011500163
matched_raw_operational_structure,20270223,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.19717383061719218,0.09068460703269522,0.3562850484790204,0.08605168735371294,0.2702333611253075
matched_raw_operational_structure,20270223,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.20636954678220287,0.09035607486463673,0.37119670092913887,0.061028845720586616,0.3101678552085523
retuned_practical,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22320288495766222,0.07902740754282851,0.38075861592406124,0.13226338866603127,0.24849522725802997
retuned_practical,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23620246395885053,0.09019120517038828,0.41369032819178686,0.10395523998496903,0.30973508820681783
retuned_raw,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22320288495766222,0.07902740754282851,0.38075861592406124,0.13226338866603127,0.24849522725802997
retuned_raw,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23620246395885053,0.09019120517038828,0.41369032819178686,0.10395523998496903,0.30973508820681783
matched_unweighted_practical,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22320288495766222,0.07902740754282851,0.38075861592406124,0.13226338866603127,0.24849522725802997
matched_unweighted_practical,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23620246395885053,0.09019120517038828,0.41369032819178686,0.10395523998496903,0.30973508820681783
matched_raw_operational_structure,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22110186930979792,0.07650524518405133,0.36939776140251235,0.13609928428243265,0.2332984771200797
matched_raw_operational_structure,20270223,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23445437246421333,0.08501129786201449,0.3851150144618041,0.08784968080881372,0.29726533365299035
retuned_practical,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2172386446647316,0.08245361966951066,0.3789775380124755,0.11996083889745192,0.2590166991150236
retuned_practical,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22957595040793483,0.09003689110758202,0.41170895160694004,0.1058572158184684,0.30585173578847163
retuned_raw,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2172386446647316,0.08245361966951066,0.3789775380124755,0.11996083889745192,0.2590166991150236
retuned_raw,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22957595040793483,0.09003689110758202,0.41170895160694004,0.1058572158184684,0.30585173578847163
matched_unweighted_practical,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2172386446647316,0.08245361966951066,0.3789775380124755,0.11996083889745192,0.2590166991150236
matched_unweighted_practical,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22957595040793483,0.09003689110758202,0.41170895160694004,0.1058572158184684,0.30585173578847163
matched_raw_operational_structure,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2151620030694718,0.07981202090151995,0.365601104259249,0.1306793990793781,0.23492170517987093
matched_raw_operational_structure,20270223,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.2267908455538442,0.08482968153891078,0.3805355207201513,0.08608743818017414,0.2944480825399771
retuned_practical,20270303,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.19996874010813906,0.08879054496814626,0.35064536189601725,0.09137611699499976,0.2592692449010175
retuned_practical,20270303,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21676310062575144,0.09803998330168472,0.3810051905871903,0.06927472599535435,0.31173046459183595
retuned_raw,20270303,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2022671673599522,0.08516959636797561,0.33729483823284734,0.09066550844485902,0.24662932978798832
retuned_raw,20270303,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22340430148125512,0.1008601000844886,0.3604023786631763,0.06637571859235204,0.2940266600708243
matched_unweighted_practical,20270303,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.19996874010813906,0.08879054496814626,0.35064536189601725,0.09137611699499976,0.2592692449010175
matched_unweighted_practical,20270303,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.21676310062575144,0.09803998330168472,0.3810051905871903,0.06927472599535435,0.31173046459183595
matched_raw_operational_structure,20270303,unweighted,Unweighted,observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2022671673599522,0.08516959636797561,0.33729483823284734,0.09066550844485902,0.24662932978798832
matched_raw_operational_structure,20270303,unweighted,Unweighted,query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.22340430148125512,0.1008601000844886,0.3604023786631763,0.06637571859235204,0.2940266600708243
retuned_practical,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22049676689666356,0.07941142406386138,0.36318733289932975,0.14444331061654284,0.21874402228278692
retuned_practical,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.24111787866149936,0.09444650622211648,0.3952423045333102,0.09097213976192864,0.3042701647713816
retuned_raw,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22129140703406108,0.07793231103621749,0.34906039948963435,0.1312229624254587,0.21783743706417566
retuned_raw,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.25104766106672294,0.09840487045587458,0.3842231212376505,0.09208894675392472,0.2921341744837258
matched_unweighted_practical,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22049676689666356,0.07941142406386138,0.36318733289932975,0.14444331061654284,0.21874402228278692
matched_unweighted_practical,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.24111787866149936,0.09444650622211648,0.3952423045333102,0.09097213976192864,0.3042701647713816
matched_raw_operational_structure,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.22129140703406108,0.07793231103621749,0.34906039948963435,0.1312229624254587,0.21783743706417566
matched_raw_operational_structure,20270303,global_g0p75_cap20,"Global radial ($\gamma=0.75$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.25104766106672294,0.09840487045587458,0.3842231212376505,0.09208894675392472,0.2921341744837258
retuned_practical,20270303,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2149631639450098,0.08224764546566912,0.3599846237491627,0.12633917150387222,0.23364545224529046
retuned_practical,20270303,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.23547299305213415,0.0950387560898223,0.3909675885036768,0.08876008902513978,0.30220749947853703
retuned_raw,20270303,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2162012442908834,0.08135798766191289,0.34538585626213936,0.11171627315534283,0.23366958310679653
retuned_raw,20270303,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",query_region_primary_octant,8,"0,1,2,3,4,5,6,7",,0.24582173717076405,0.10312802682864869,0.3930413999627302,0.08854523199823675,0.3044961679644934
matched_unweighted_practical,20270303,octant_g1p00_cap20,"Octant-aware ($\gamma=1$, cap 20)",observed_test_octant,8,"0,1,2,3,4,5,6,7",,0.2149631639450098,0.08224764546566912,0.3599846237491627,0.12633917150387222,0.23364545224529046
