audit_available,n_common_rows,expected_rows,octant_weighted_validation_nrmse_radial_max_abs_difference,global_weighted_validation_nrmse_radial_max_abs_difference,unweighted_validation_nrmse_radial_max_abs_difference,octant_weighted_validation_nrmse_tangential_max_abs_difference,octant_weighted_validation_nrmse_3d_max_abs_difference,global_weighted_validation_nrmse_3d_max_abs_difference
True,720,720,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0
