audit_available,n_common_rows,expected_current_rows,octant_weighted_validation_nrmse_radial_max_abs_difference,global_weighted_validation_nrmse_radial_max_abs_difference,unweighted_validation_nrmse_radial_max_abs_difference,octant_weighted_validation_nrmse_tangential_max_abs_difference,octant_weighted_validation_nrmse_3d_max_abs_difference,global_weighted_validation_nrmse_3d_max_abs_difference
True,2100,2100,8.182343691487404e-14,1.7408297026122455e-13,1.8030021919912542e-13,4.175548795615214e-13,3.1491476093492565e-13,4.953815135877448e-13
