protocol,subset,comparison,model_a,model_b,label_seed,delta_nrmse_radial,delta_nrmse_tangential,delta_nrmse_3d,delta_direction_error_median_deg,delta_octant_nrmse_3d_mean,delta_octant_nrmse_3d_std,delta_worst_octant_nrmse_3d
matched_raw_operational_structure,observed_test_octant_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270303,-0.000983980568960957,-0.0023471738473392345,-0.0018936647852071387,-0.2783042008505632,-0.005090162743177695,0.0034256766256954008,-0.0036745432274949974
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261203,0.0011566294937799051,0.01826704352599784,0.01478275533707174,1.0056432559102966,0.020307418824525608,-0.008004965586830573,0.018345092164326227
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261213,0.002227529167291964,0.023110249931530435,0.01854136736526507,1.0722213583474378,0.017581373189337196,-0.005893574754841133,0.013773059562178835
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261223,0.0016601235412180837,0.02359075364220914,0.01905194731816573,1.5666810868022942,0.023405380945160148,-0.006348010215029412,0.02187331907405865
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270103,0.0034468413472483472,0.04766953120459411,0.03829757222269037,2.294982493775791,0.04037562359058916,-0.0007038428810147018,0.03608192067226912
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270113,0.0012389643958356927,0.021384526695979567,0.017237297282388042,0.6738740380172086,0.016888132287499608,-0.004538105220441166,0.014200175728240672
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270123,0.00018459906688868266,0.030939484427559116,0.024722015485889592,1.4463047396042494,0.023018020054311805,-0.0019601815275049755,0.025797324102525776
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270203,0.0009445329968804858,0.02272012163562359,0.018252477687150548,0.8569368472634533,0.018806384971054024,-0.004916468733730556,0.0179594229985115
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270213,0.0007752134166938568,0.032511587860981406,0.025803653749528643,0.8109998245534591,0.01715759827769134,-0.000866602312347392,0.015104327076334967
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270223,0.0017298508658143141,0.020709461213777425,0.016681563863274684,1.2708169757593382,0.028114660443751605,-0.01568537312610277,0.015992409201968816
matched_raw_operational_structure,observed_test_global_parent_weighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270303,0.0017325131540473007,0.021346290665671674,0.016954894094912076,1.23145258798937,0.021522348557379056,-0.007786487833105191,0.014700770261617813
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20261203,0.0007709761984087474,0.015277678470284328,0.012347074822161908,0.7267574300361304,0.01625110748789388,-0.007196337290105818,0.01221167846983856
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20261213,0.0013166477501261736,0.020267694116034518,0.01620381781852437,0.7462644324190517,0.01487598574034854,-0.005996124874528191,0.008847207480243091
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20261223,0.000774806442225856,0.020569303645628312,0.016553866771566228,1.229615180060451,0.017416883544387973,-0.0043921298237731,0.016066151482214297
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270103,0.002172206229172552,0.038351099524033816,0.030765249316439036,1.6762907740524682,0.030930021593995466,-0.0012039813278784117,0.02436493159102565
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270113,0.0007336237313327887,0.020268209919349967,0.016303117914278298,0.3803949841928542,0.014614118318290209,-0.0038943812076602663,0.01033527305531412
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270123,6.677064423958601e-05,0.025831894706956182,0.020630685698697304,1.078877598095815,0.018163014695075225,-0.002907165301368128,0.01634657149350932
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270203,0.000495335418520107,0.018583667789063896,0.014907911326043244,0.646508077261231,0.014650105475989633,-0.005745019799455381,0.00820939362305545
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270213,0.0005855544649701755,0.028804485323179696,0.022850992172525786,0.666570855172349,0.014567263588520202,-0.0016876193510680648,0.007979598534816446
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270223,0.001059954862026466,0.020260275373458092,0.016267876622414135,1.0064926631651154,0.021612610842017238,-0.01194745601734623,0.010891600034142801
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_unweighted,octant_g1p00_cap20,unweighted,20270303,0.0008812543690147959,0.01903732003726588,0.01506795948163836,1.0348648205628024,0.015635473142417755,-0.0041835158329149025,0.009990840984004712
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20261203,-0.0003856532953711578,-0.002989365055713511,-0.0024356805149098326,-0.2788858258741662,-0.004056311336631729,0.0008086282967247546,-0.006133413694487666
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20261213,-0.0009108814171657903,-0.0028425558154959174,-0.0023375495467407026,-0.3259569259283861,-0.0027053874489886554,-0.00010255011968705874,-0.004925852081935744
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20261223,-0.0008853170989922277,-0.0030214499965808272,-0.0024980805465995015,-0.33706590674184334,-0.005988497400772175,0.001955880391256312,-0.005807167591844353
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270103,-0.0012746351180757953,-0.00931843168056029,-0.007532322906251332,-0.6186917197233228,-0.009445601996593694,-0.0005001384468637099,-0.011716989081243467
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270113,-0.000505340664502904,-0.0011163167766296,-0.0009341793681097443,-0.29347905382435435,-0.0022740139692093986,0.0006437240127808996,-0.003864902672926551
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270123,-0.00011782842264909665,-0.005107589720602934,-0.004091329787192288,-0.3674271415084345,-0.0048550053592365805,-0.0009469837738631526,-0.009450752609016455
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270203,-0.0004491975783603788,-0.004136453846559696,-0.003344566361107304,-0.21042877000222227,-0.004156279495064391,-0.0008285510657248252,-0.009750029375456049
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270213,-0.0001896589517236813,-0.0037071025378017097,-0.0029526615770028575,-0.14442896938111005,-0.0025903346891711365,-0.0008210170387206728,-0.007124728541518521
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270223,-0.0006698960037878482,-0.00044918584031933273,-0.00041368724086054964,-0.26432431259422273,-0.0065020496017343665,0.003737917108756539,-0.005100809167826015
matched_raw_operational_structure,observed_test_global_parent_weighted,octant_minus_global,octant_g1p00_cap20,global_g0p75_cap20,20270303,-0.0008512587850325048,-0.002308970628405793,-0.0018869346132737164,-0.1965877674265677,-0.005886875414961301,0.003602972000190288,-0.004709929277613101
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261203,0.003333939912522156,0.039430702589846406,0.032035197814597405,1.473833079386015,0.039681801359383845,-0.009181422571297233,0.025362570708968912
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261213,0.00426690621256378,0.04324528831082397,0.03495647097815138,1.3260357642930964,0.03321351864545144,-0.0018798458199387885,0.01948280383312989
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20261223,0.0055413705062454174,0.06360329547000937,0.05159956467935378,1.920244819115009,0.056098447329730544,0.00558064325787376,0.034870202903751535
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270103,0.02510667531422845,0.1442984045283192,0.11765823584513965,3.111367285733257,0.09602791913346359,0.07132236964336995,0.3009890816554527
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270113,0.0034357887347967186,0.04559428454834802,0.03695036604222787,1.2769184026401854,0.040866984960263364,-0.003637489664990612,0.017991380299512527
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270123,0.004654048815575372,0.09413079460677293,0.07591016515150045,2.0733012127640187,0.06072746584884117,0.0580974100277582,0.2473215115968821
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270203,0.003852276880408248,0.04719279581528263,0.03825146995584197,1.4257514045819057,0.04205073402648135,-0.0014280231221445033,0.026399088356812206
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270213,0.0022487288994687896,0.047887711766131436,0.03821277020465044,1.1671983916390456,0.03249461937266657,0.0016690448370013794,0.021444562841782422
matched_raw_operational_structure,observed_test_unweighted,global_minus_unweighted,global_g0p75_cap20,unweighted,20270223,0.00678545091374768,0.04574358085544006,0.037260767060904365,1.7820373590257343,0.04940484226722605,-0.016760879428249456,0.02250090347801037
