audit_available,n_common_rows,expected_rows,weighted_validation_nrmse_radial_max_abs_difference,unweighted_validation_nrmse_radial_max_abs_difference,weighted_validation_nrmse_tangential_max_abs_difference,weighted_validation_nrmse_3d_max_abs_difference
True,720,720,3.3306690738754696e-16,1.1102230246251565e-16,0.0,0.0
