audit_available,n_common_rows,expected_current_rows,weighted_validation_nrmse_radial_max_abs_difference,unweighted_validation_nrmse_radial_max_abs_difference,weighted_validation_nrmse_tangential_max_abs_difference,weighted_validation_nrmse_3d_max_abs_difference
True,2100,2100,2.1236096214849454e-11,8.249059768594691e-11,2.3614893374102053e-10,1.8492990472296356e-10
