protocol,subset,comparison,model_a,model_b,label_seed,delta_nrmse_radial,delta_nrmse_tangential,delta_nrmse_3d,delta_direction_error_median_deg
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261222,0.01613671852507221,0.06815902512106023,0.05556451117913325,2.1623515433249834
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270102,0.020660686670839264,0.12257780890575135,0.09936991918642296,2.6459374553929713
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270112,0.0072648949445080005,0.06564598509269134,0.05350557277736198,2.083310876483317
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270122,0.10663228355714209,0.32239556499193606,0.2704544569216606,6.857741571677499
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270202,0.02418582111884128,0.089830969492976,0.07360552831510167,2.913518458427017
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270212,0.023719340719106335,0.11545130671604409,0.09404117055947508,2.2288881516084125
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270222,0.008307517522438176,0.0652909242456233,0.053223028254067634,1.7428391266468637
matched_unweighted_practical,observed_test_unweighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270302,0.016372022416877255,0.09344974429527156,0.0768723455232671,1.9233836600916945
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261202,0.027312482834737146,0.17846922031241064,0.14596112517972049,4.408492306832957
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261212,0.013640856236256195,0.1191548301530451,0.09680228140048697,2.9377119648286616
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261222,0.0339724790371519,0.13705240892343315,0.11187816258721595,3.4749990004528994
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270102,0.03685369204432622,0.21929142241322366,0.17776518919092826,4.2756005548118114
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270112,0.014565040799943502,0.123514886498887,0.10076374934476923,3.255631252321951
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270122,0.1369445045531732,0.42888894202979216,0.3592047138077996,9.447501819440639
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270202,0.04736711263438042,0.17584301444001763,0.14412614943970684,4.555847667714964
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270212,0.043455645580782826,0.2053253888476383,0.16736257588264825,3.6027263113790795
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270222,0.014120157094793265,0.12300400864348363,0.10017871630086053,2.952095810211178
matched_unweighted_practical,observed_test_unweighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270302,0.029708849835477384,0.16725278560978626,0.1376288477066441,2.9695099179595346
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261202,0.007279892791024367,0.038960699990593595,0.032955111363009965,1.5701580904950365
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261212,0.007894524530316693,0.04373088380379189,0.03690265392110695,1.6966051496270538
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261222,0.009086419624012063,0.04393587512763128,0.03713674071380857,1.5299663866008206
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270102,0.0064510930061157795,0.046659067878229626,0.039042683298993075,1.63115001042266
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270112,0.008984900666272347,0.033538952345111755,0.028694346220008354,1.4417104583082692
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270122,0.0017372254583190028,0.1455615748912707,0.12224359015203823,3.786662970548342
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270202,0.006898971013275149,0.042245305659040194,0.035553775697165946,1.4049471737685808
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270212,0.00881761365798557,0.036510517320169966,0.03109912932043085,0.8464491416234479
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270222,0.007336750821781299,0.03943215022375618,0.03330651502158319,1.0911325102003886
matched_unweighted_practical,query_primary_boundary_safe,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270302,0.007413476207988698,0.04029557214907567,0.033933158560126686,0.6162213679680217
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261202,0.009660409334723757,0.06811054881499623,0.05728340307659971,2.2025960960737425
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261212,0.010957113695059528,0.06820502989109398,0.05744060381057384,2.1524293374408856
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261222,0.011708242454525133,0.07716852688496531,0.06474187585335034,2.3890557775834154
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270102,0.00810447052226039,0.07896325210135433,0.0658431856623069,2.4591979795683407
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270112,0.01195413047623363,0.05909077682228539,0.05004338013031995,1.9782563052291549
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270122,0.0024987764798754114,0.19946843753682886,0.1677729869341557,5.527366625450579
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270202,0.009099148363285944,0.07434692420789527,0.06227701150884324,2.4893776458669494
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270212,0.011570442798264371,0.06690028047067081,0.056415388129800514,1.6093584850334208
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270222,0.009484945185635793,0.06064250352254924,0.05102896163461437,2.011884565405479
matched_unweighted_practical,query_primary_boundary_safe,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270302,0.009198189853785108,0.06732134305480111,0.05633595087125179,1.5212081794359023
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261202,0.0014304716661118558,0.027005692284306326,0.022211230792582193,0.786636949414584
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261212,0.00354958780111167,0.032900464079433034,0.02696261669201422,1.3795732721372724
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20261222,0.003022615614675851,0.022310807964955437,0.018421207307689674,1.0529685642906728
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270102,0.0033088897315619245,0.039400668859230825,0.03224473175114906,0.9964324018211723
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270112,0.0019966940255196908,0.03118058630483478,0.02580532403756297,1.187255293979228
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270122,0.008079040292786416,0.1390207987840476,0.11461317991877307,4.076788407164516
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270202,0.004095146463712215,0.026182932128321512,0.021475620945697133,1.3062609638512885
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270212,0.0038964861045708704,0.03372771893672516,0.02762630272131983,0.9271713175843441
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270222,0.001881189285295945,0.027760303219832194,0.02271698074442674,1.2376583284478562
retuned_practical,observed_test_parent_weighted,optimized_minus_unweighted,optimized_gamma0p75_cap20,unweighted,20270302,0.0020612919605821484,0.0360240853617218,0.02961651121441447,1.0994464636000547
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261202,0.0027255435448169454,0.05610491531836059,0.04615370024616741,1.3625757886609584
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261212,0.004201844561669929,0.05759269564155567,0.04703960516889988,1.8741264043690977
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20261222,0.005099547935399164,0.048201348035988634,0.03968932012250517,1.6553009451112661
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270102,0.005439577939211265,0.07553190206875898,0.06177003816772131,1.8229793664011886
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270112,0.0025554513692860187,0.05735522388422487,0.04740726443942245,1.6262557760343386
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270122,0.013493541793573358,0.19658309935845708,0.16231358556528802,5.7800848061040515
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270202,0.006044825275989811,0.05496529379177778,0.044890293902627554,2.076552208817418
retuned_practical,observed_test_parent_weighted,previous_minus_unweighted,previous_mock2_gamma1p00_cap50,unweighted,20270212,0.005816590950691411,0.06568622747137226,0.05367256679973509,1.5876013508146976
