model_id,model_role,protocol,selector,loss_name,loss_label,subset,n_basis,n_diffusion_modes,regularization_strength,penalty_power,extra_cholesky_jitter,n,nrmse_radial,nrmse_tangential,nrmse_3d,direction_error_median_deg,direction_error_p90_deg,vector_gain_through_origin,replicate,label_seed
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,2562,2559,1e-06,2.0,0.0,1489,0.04062814943202571,0.2010940688934258,0.16361035502316423,5.790092546535718,15.968422464854726,0.9731903049191882,7,20270202
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,2562,2559,1e-06,2.0,0.0,266,0.11768962818948413,0.24635029692365,0.2186449126865135,7.26925985474101,19.718277973125527,0.9661895843261524,7,20270202
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05173956828105404,0.2601983314307006,0.21430281538889662,7.748141752034591,21.27912270877887,0.9504573522860201,7,20270202
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03802462004722284,0.20615280343209827,0.16742237709675664,5.666840572798174,16.136336488949606,0.9659305186905038,7,20270202
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12284562525937946,0.247662117335849,0.22049155267359483,7.887173309051371,18.910841472546206,0.959205730185641,7,20270202
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05173956828105404,0.2601983314307006,0.21430281538889662,7.748141752034591,21.27912270877887,0.9504573522860201,7,20270202
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03802462004722284,0.20615280343209827,0.16742237709675664,5.666840572798174,16.136336488949606,0.9659305186905038,7,20270202
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12284562525937946,0.247662117335849,0.22049155267359483,7.887173309051371,18.910841472546206,0.959205730185641,7,20270202
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05173956828105404,0.2601983314307006,0.21430281538889662,7.748141752034591,21.27912270877887,0.9504573522860201,7,20270202
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03802462004722284,0.20615280343209827,0.16742237709675664,5.666840572798174,16.136336488949606,0.9659305186905038,7,20270202
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12284562525937946,0.247662117335849,0.22049155267359483,7.887173309051371,18.910841472546206,0.959205730185641,7,20270202
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,3330,3327,1e-06,2.0,0.0,1489,0.058160571748101214,0.2554388056198194,0.21185417745566376,7.944700577203136,19.6741177901554,0.9609251969123762,8,20270212
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,3330,3327,1e-06,2.0,0.0,1489,0.041247944137735096,0.20381431750634854,0.16596264541615408,5.623149116905135,15.72416713557803,0.9741540459647015,8,20270212
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,3330,3327,1e-06,2.0,0.0,266,0.12000152621933452,0.2543134917406121,0.22549283860334327,7.992706306648095,18.21719616137779,0.9628655233388921,8,20270212
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,2307,2304,1e-06,2.0,0.0,1489,0.07017211453204075,0.2543110032520411,0.21214150504690432,8.066609405030116,19.623283233291712,0.9581581795491215,8,20270212
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,2307,2304,1e-06,2.0,0.0,1489,0.04872646028470949,0.20444273826421774,0.1671718357752829,5.826542413281203,15.65493445761976,0.971055085749276,8,20270212
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,2307,2304,1e-06,2.0,0.0,266,0.11199795809001246,0.22441876084060167,0.19990291564637225,7.01139090603991,18.102671017664278,0.964860129314734,8,20270212
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05965182101645031,0.25024704687721006,0.20779540209845876,7.787042900903707,19.1783126545761,0.9581082508363887,8,20270212
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04232188050488535,0.20353465810588833,0.16583496517172863,5.802220261641722,15.295732034540332,0.9703602521147603,8,20270212
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.11646716692659705,0.22924361721503161,0.20452096282139365,7.987749049823196,18.40393965854422,0.9654862829686311,8,20270212
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05965182101645031,0.25024704687721006,0.20779540209845876,7.787042900903707,19.1783126545761,0.9581082508363887,8,20270212
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04232188050488535,0.20353465810588833,0.16583496517172863,5.802220261641722,15.295732034540332,0.9703602521147603,8,20270212
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.11646716692659705,0.22924361721503161,0.20452096282139365,7.987749049823196,18.40393965854422,0.9654862829686311,8,20270212
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05965182101645031,0.25024704687721006,0.20779540209845876,7.787042900903707,19.1783126545761,0.9581082508363887,8,20270212
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04232188050488535,0.20353465810588833,0.16583496517172863,5.802220261641722,15.295732034540332,0.9703602521147603,8,20270212
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.11646716692659705,0.22924361721503161,0.20452096282139365,7.987749049823196,18.40393965854422,0.9654862829686311,8,20270212
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,4354,4351,1e-06,2.0,0.0,1489,0.05139792608161275,0.2567032078239929,0.21296839511475107,8.002381088820552,21.86858863894192,0.9522966167873339,9,20270222
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,4354,4351,1e-06,2.0,0.0,1489,0.03684138515824909,0.21442515043523236,0.17555787078464022,5.755167627943898,16.02497115117779,0.97214500306252,9,20270222
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,4354,4351,1e-06,2.0,0.0,266,0.13786771704963316,0.2771634208870079,0.2468159836497504,8.58679186597282,21.168009728450876,0.9632930539348851,9,20270222
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,2818,2815,1e-06,2.0,0.0,1489,0.056864376284923246,0.24656595938798437,0.20518935600192073,7.72058954354913,21.353238464982766,0.9566813347099568,9,20270222
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,2818,2815,1e-06,2.0,0.0,1489,0.03965204636426131,0.1986099112296225,0.16303477509206257,5.747581522564851,14.945972478016074,0.9724026985154043,9,20270222
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,2818,2815,1e-06,2.0,0.0,266,0.11830778038121453,0.239623368786985,0.21325054493266674,7.535198086477707,18.553165102727256,0.9661618218813977,9,20270222
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05635791293699904,0.2500602537102864,0.20798047612406464,7.705724636221565,21.10100824009878,0.9563648955101836,9,20270222
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03983841501295886,0.1999123273203878,0.16409782172607726,5.724273031751146,15.43965399649225,0.9747311699786623,9,20270222
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.1230049822463729,0.24788841057126887,0.2207002404295829,8.195968734216347,18.303507410933527,0.9657876877544491,9,20270222
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05635791293699904,0.2500602537102864,0.20798047612406464,7.705724636221565,21.10100824009878,0.9563648955101836,9,20270222
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03983841501295886,0.1999123273203878,0.16409782172607726,5.724273031751146,15.43965399649225,0.9747311699786623,9,20270222
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.1230049822463729,0.24788841057126887,0.2207002404295829,8.195968734216347,18.303507410933527,0.9657876877544491,9,20270222
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.05635791293699904,0.2500602537102864,0.20798047612406464,7.705724636221565,21.10100824009878,0.9563648955101836,9,20270222
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.03983841501295886,0.1999123273203878,0.16409782172607726,5.724273031751146,15.43965399649225,0.9747311699786623,9,20270222
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.1230049822463729,0.24788841057126887,0.2207002404295829,8.195968734216347,18.303507410933527,0.9657876877544491,9,20270222
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,4354,4351,1e-06,2.0,0.0,1489,0.055028659351570364,0.243034062376667,0.20369207226294445,7.476810442665086,20.195704761231166,0.9507930786628978,10,20270302
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,4354,4351,1e-06,2.0,0.0,1489,0.03994317516076192,0.2054894681087985,0.16940476552120898,5.610707116866035,15.556394338144349,0.9656814822817503,10,20270302
selector::raw_operational_radial_validation,selector,selector,raw_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,4354,4351,1e-06,2.0,0.0,266,0.13027135426156916,0.26497104603937427,0.23572452478081546,8.521173631290276,19.986828323765334,0.9583152713041079,10,20270302
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,2818,2815,1e-06,2.0,0.0,1489,0.06176216943654794,0.22790946434831405,0.1919588936417634,7.1214175277769955,18.593272916853625,0.9574935015606796,10,20270302
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,2818,2815,1e-06,2.0,0.0,1489,0.04329683954794925,0.19115004895364773,0.15810447537483066,5.405056868126481,14.648154453034216,0.9699148723375743,10,20270302
selector::raw_hidden_3d_validation_diagnostic,selector,selector,raw_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,2818,2815,1e-06,2.0,0.0,266,0.11853291537508333,0.2414604626290298,0.21478166972859272,7.319387648496623,18.012685397873664,0.9680998135664395,10,20270302
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.06120080767499243,0.2300019005507168,0.19360839878481031,6.999885199437081,18.902410842346963,0.9548821226189004,10,20270302
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04340894187606833,0.1911774535523538,0.15813680918067066,5.3747414863991345,14.682632902396655,0.969477580437963,10,20270302
selector::practical_operational_radial_validation,selector,selector,practical_operational_radial_validation,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12327227462787922,0.23420992992639247,0.20963334096954436,8.012128091296695,17.927275065828105,0.9645727758694713,10,20270302
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.06120080767499243,0.2300019005507168,0.19360839878481031,6.999885199437081,18.902410842346963,0.9548821226189004,10,20270302
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04340894187606833,0.1911774535523538,0.15813680918067066,5.3747414863991345,14.682632902396655,0.969477580437963,10,20270302
selector::practical_hidden_3d_validation_diagnostic,selector,selector,practical_hidden_3d_validation_diagnostic,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12327227462787922,0.23420992992639247,0.20963334096954436,8.012128091296695,17.927275065828105,0.9645727758694713,10,20270302
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_parent_weighted,3074,3071,1e-06,2.0,0.0,1489,0.06120080767499243,0.2300019005507168,0.19360839878481031,6.999885199437081,18.902410842346963,0.9548821226189004,10,20270302
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,observed_test_unweighted,3074,3071,1e-06,2.0,0.0,1489,0.04340894187606833,0.1911774535523538,0.15813680918067066,5.3747414863991345,14.682632902396655,0.969477580437963,10,20270302
selector::fixed_global_practical_policy,selector,selector,fixed_global_practical_policy,unweighted,Unweighted,query_primary_boundary_safe,3074,3071,1e-06,2.0,0.0,266,0.12327227462787922,0.23420992992639247,0.20963334096954436,8.012128091296695,17.927275065828105,0.9645727758694713,10,20270302
