working_model,noise_fraction,n_basis,validation_mean,validation_std_between_seeds,validation_observed_nrmse_mean,validation_latent_nrmse_radial_mean,validation_hidden_nrmse_3d_mean,validation_hidden_nrmse_tangential_mean,n_seed_pairs,validation_sem_between_seeds
gls_flattened,0.1,1539,1.801009726325289,0.04353991054537314,0.17496103220392256,0.1453155431687719,0.4577111225489916,0.5898295069559172,5,0.019471639942742855
gls_flattened,0.1,1795,1.7755172710386944,0.0462858719115517,0.1723966949428179,0.14220797155222448,0.4552474233696439,0.5870567322909042,5,0.020699671198415547
gls_flattened,0.1,2050,1.7697674438421658,0.04454882696309248,0.17181583155573707,0.14141670224289937,0.4541687698413764,0.5857359627716341,5,0.01992284108147006
gls_flattened,0.2,3,5.173948274139833,0.044936124124988965,0.9695250980830712,0.9679854576853593,1.0676480492375378,1.1353941787651918,5,0.020096045637768716
gls_flattened,0.2,6,4.958123034270881,0.04170380294025361,0.94133919926166,0.9383020659652848,0.9437613969428688,0.9476741704980773,5,0.018650507658932534
gls_flattened,0.2,11,4.903228171520327,0.03233864437849236,0.9300483264234545,0.9266157099729424,0.9420170558062967,0.9531095235582816,5,0.01446228142610007
gls_flattened,0.2,19,3.5852781635628603,0.0777918952727444,0.6914927876934011,0.6763513742751117,0.8073638219780139,0.8912602023169217,5,0.0347895931856802
gls_flattened,0.2,35,3.091676808229671,0.0940669929140507,0.6040672091781741,0.5834140104451272,0.6953703932981641,0.7671339225964919,5,0.042068038118961676
gls_flattened,0.2,67,2.81148495450976,0.0590073721821544,0.5493724951234609,0.5248369984550458,0.670987629816034,0.7607648839403026,5,0.026388899074585467
gls_flattened,0.2,131,2.4109095195048913,0.046256902915080604,0.473034537644011,0.4417454457948127,0.6623972012097135,0.7857275793124582,5,0.02068671586934568
gls_flattened,0.2,259,1.8665296621117768,0.02015160592775374,0.3659756721133611,0.3166697603618739,0.5817205848113333,0.7163172901946944,5,0.009012072142049016
gls_flattened,0.2,387,1.6852044365195016,0.0327896118046919,0.33074563136214563,0.27369949231587665,0.5655260414278034,0.7067590991347394,5,0.014663960190224128
gls_flattened,0.2,514,1.5708345527503016,0.03118708670971373,0.3067782308682172,0.24262022693112212,0.5406100569521112,0.6807807205886299,5,0.013947289180620031
gls_flattened,0.2,643,1.4741343649933647,0.033664371993526045,0.28847607968734296,0.2180034197688488,0.5142836689560721,0.6508047141784222,5,0.015055164839472869
gls_flattened,0.2,771,1.4151298564793506,0.0247383961418474,0.27687454750146057,0.20140036122753532,0.49482799341845674,0.6283575341026063,5,0.011063347085497863
gls_flattened,0.2,899,1.3765897693740226,0.015166103109908345,0.2693016430698135,0.1903651034387173,0.4859311823556217,0.6188388666972546,5,0.006782487501505204
