seed_pair_index,working_model,noise_fraction,n_basis,validation_selection_score,validation_observed_nrmse,validation_latent_nrmse_radial,validation_hidden_nrmse_3d,validation_hidden_nrmse_tangential
0,gls_flattened,0.05,3,20.26011139934634,0.9726494504133454,0.9724977479386029,1.0569427188456464,1.1097320856319162
0,gls_flattened,0.05,6,19.187207991011658,0.9363135032922433,0.9358868866364062,0.943801530807717,0.9490470592265435
0,gls_flattened,0.05,11,19.116433770337263,0.9294586449421648,0.9290197598475975,0.9436107917272113,0.9532246477543974
0,gls_flattened,0.05,19,13.61565772440227,0.6741595583185221,0.6729184578515587,0.7877590828533476,0.8558729121158999
0,gls_flattened,0.05,35,11.968143659372961,0.5970796987850517,0.5955906737402722,0.7055962524881187,0.7703226087533664
0,gls_flattened,0.05,67,10.725571871261257,0.5347855114237614,0.5333045635844401,0.6517710901364611,0.7200720936404629
0,gls_flattened,0.05,131,8.7536062235384,0.4388759396965269,0.43705778159925424,0.6510424539533268,0.7610864583762779
0,gls_flattened,0.05,259,6.395995045206743,0.3213745941832958,0.31799166663325834,0.5673657529385514,0.6850230767676532
0,gls_flattened,0.05,387,5.661418431473663,0.28508625136283117,0.28142899398221144,0.5779787271452829,0.7100364415768167
0,gls_flattened,0.05,514,4.952184975768589,0.24576963259022278,0.24154061153329298,0.5634327886098448,0.7002788704227937
0,gls_flattened,0.05,643,4.244335214812688,0.21221125338959415,0.2071631182826327,0.5703729810856938,0.7168021410483171
0,gls_flattened,0.05,771,3.8499867729678026,0.19305104066716602,0.18713234051796648,0.5377257964972956,0.6773157396718301
0,gls_flattened,0.05,899,3.585529556548046,0.17858867629911823,0.17204325589693983,0.5203639184445159,0.6570710539223242
0,gls_flattened,0.05,1027,3.3499646447243676,0.1662082655300803,0.15925329001880884,0.5127619388002219,0.6492107467666594
0,gls_flattened,0.05,1283,3.0778357873809625,0.15178640534134025,0.14354042544949783,0.4853427209526817,0.6156434721197742
0,gls_flattened,0.05,1539,3.0614808731557837,0.14772652031798433,0.13890408403413332,0.4951099145990765,0.6291327167023396
0,gls_flattened,0.05,1795,3.101375729536741,0.14999425663268526,0.14167936091437497,0.44933903620802046,0.5684984291331355
0,gls_flattened,0.05,2050,3.102601991081258,0.15014739468430474,0.1415975613142807,0.4277349207175723,0.5400760352473591
0,gls_flattened,0.1,3,10.16812746258178,0.9729363803573713,0.9724956450830318,1.0567962482294684,1.1095006075962244
0,gls_flattened,0.1,6,9.635224926172052,0.9370543113648142,0.9358741543220498,0.9437017662518769,0.9488899169831927
0,gls_flattened,0.1,11,9.600137331410489,0.9302716344834789,0.9290307192765509,0.9435957323820982,0.9531925846542948
0,gls_flattened,0.1,19,6.86389435487634,0.6772535854879541,0.6728444772587895,0.7885009609459092,0.8570488735673538
0,gls_flattened,0.1,35,6.0463254315722805,0.6012779014875688,0.5956262812252248,0.7056515320046676,0.7703881909114013
0,gls_flattened,0.1,67,5.429960445616221,0.5397492278089516,0.5334784156586488,0.6519389787610185,0.7202393116126983
0,gls_flattened,0.1,131,4.4559569142632425,0.44541075242383815,0.43731403549549835,0.6546181955007395,0.7660766694890828
0,gls_flattened,0.1,259,3.3120335612416896,0.3320594202662678,0.31858683724047576,0.5683494528214142,0.6861955879858472
0,gls_flattened,0.1,387,2.9633766333688345,0.29781413448,0.2828497016356367,0.5804548746292374,0.7130195358172089
0,gls_flattened,0.1,514,2.631653743017581,0.2613186908742911,0.24400896374620176,0.5585332525600575,0.6930756097032744
0,gls_flattened,0.1,643,2.3083846435978534,0.23083132820525365,0.2109076921975287,0.5604482486365602,0.702764636120301
