seed_pair_index,protocol,working_model,noise_fraction,test_observed_nrmse_radial,test_latent_nrmse_radial,test_hidden_nrmse_tangential,test_hidden_nrmse_3d,test_hidden_direction_error_median_deg,test_working_measurement_whitened_residual_rms,test_true_measurement_whitened_residual_rms,precision_effective_sample_size_fit,normal_matrix_condition,effective_degrees_of_freedom,coverage_model_observed_radial_68,coverage_model_observed_radial_95,coverage_model_latent_radial_68,coverage_model_latent_radial_95,coverage_model_latent_component_68,coverage_model_latent_component_95,coverage_oracle_observed_radial_68,coverage_oracle_observed_radial_95,coverage_oracle_latent_radial_68,coverage_oracle_latent_radial_95,coverage_oracle_latent_component_68,coverage_oracle_latent_component_95
1,matched_correct_gls_practical,gls_correct,0.8,0.6831144882226706,0.3512235213009543,0.8442448939397821,0.6786659471057329,32.79002323193487,1.0953408634902895,1.0953408634902895,3097.5477147794822,9267.009743054907,413.07337257894443,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_flattened,0.05,0.1646372782591941,0.15653703124609586,0.7077181998512602,0.5449799141728071,22.608790817143984,3.264421694469407,3.6351238343834864,4002.5194281489325,1862609.5431209865,1390.5293769198126,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_flattened,0.1,0.18304774652381248,0.15319927451950927,0.6097500278637271,0.4719103423433029,20.85937349597312,1.817198694945765,1.9967427950618442,4002.5194281489325,84169.3936432361,904.3092297345969,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_flattened,0.2,0.260242840664401,0.17000708794807376,0.6228113519010878,0.4839817325429831,21.64536239082848,1.2839121702723042,1.3680048089936332,4002.5194281489325,84169.3936432361,904.3092297345969,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_flattened,0.4,0.4319882779672564,0.22694201521708787,0.6748513004902345,0.531557615470018,24.595420319435664,1.1154893738965643,1.1628503783024076,4002.5194281489325,80011.89787863065,850.107783759098,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_flattened,0.8,0.683225777499855,0.3516368108930111,0.8672216430387564,0.6951092779926639,34.201000674967396,1.0581432869482628,1.0982556264776058,4002.5194281489325,6121.860393803002,415.81110061988005,,,,,,,,,,,,
1,matched_correct_gls_practical,ols,0.05,0.1645542431975021,0.15649176706105025,0.7101392378101178,0.5467753494225175,23.230581272088926,3.125198762427683,3.6919870984472607,4250.0,2270630.2845788407,1390.851692953277,,,,,,,,,,,,
1,matched_correct_gls_practical,ols,0.1,0.18495348163086214,0.15547216563809588,0.6170182396667604,0.47759760490634,21.85013910995838,1.7653035008657414,2.0633437695923065,4250.0,107354.99277886447,904.4754010341682,,,,,,,,,,,,
1,matched_correct_gls_practical,ols,0.2,0.26206377852194146,0.17284781814301275,0.6298793762115401,0.4896112942657394,22.378600492435357,1.2729734882901158,1.3928524875834982,4250.0,107354.99277886447,904.4754010341682,,,,,,,,,,,,
1,matched_correct_gls_practical,ols,0.4,0.4339648506191293,0.23107242563123734,0.6819012812712785,0.5374314197453531,25.27534182623982,1.1205950048222493,1.170777833692709,4250.0,101921.41156956476,849.5649572072753,,,,,,,,,,,,
1,matched_correct_gls_practical,ols,0.8,0.6841841053127812,0.35480988601656566,0.8997850659773103,0.7190528069570624,36.26837066796827,1.0624257470189298,1.1037709863468448,4250.0,7363.821657598467,414.3411564216345,,,,,,,,,,,,
1,retuned_practical,gls_correct,0.05,0.1658374298387242,0.15777198160985625,0.7083225610711726,0.5455829620025886,22.158349774359806,3.6102156180849545,3.6102156180849545,3097.5477147794822,1725020.318876993,1385.858951657573,0.3591111111111111,0.6312222222222222,0.215,0.4121111111111111,0.13044444444444445,0.2507037037037037,0.3591111111111111,0.6312222222222222,0.215,0.4121111111111111,0.13044444444444445,0.2507037037037037
1,retuned_practical,gls_correct,0.1,0.1832616472434184,0.15348162573576987,0.605978513752565,0.4691631015911368,20.326858096554528,1.9607483466115792,1.9607483466115792,3097.5477147794822,73666.3896037959,889.9468583983271,0.47633333333333333,0.7781111111111111,0.24833333333333332,0.4606666666666666,0.12425925925925925,0.23870370370370372,0.47633333333333333,0.7781111111111111,0.24833333333333332,0.4606666666666666,0.12425925925925925,0.23870370370370372
1,retuned_practical,gls_correct,0.2,0.2597357039965853,0.16923033876026283,0.6191598826650857,0.4811778007930374,21.116833942318575,1.3543973983628055,1.3543973983628055,3097.5477147794822,73666.3896037959,889.9468583983271,0.6016666666666667,0.8971111111111111,0.41244444444444445,0.6966666666666667,0.23222222222222222,0.4354814814814815,0.6016666666666667,0.8971111111111111,0.41244444444444445,0.6966666666666667,0.23222222222222222,0.4354814814814815
1,retuned_practical,gls_correct,0.4,0.4304855715432574,0.2237589650811758,0.6712407869994439,0.5283588804519992,24.08302961098435,1.1582603524161892,1.1582603524161892,3097.5477147794822,70232.28521068454,837.7724670225163,0.6537777777777778,0.9367777777777778,0.5558888888888889,0.8544444444444445,0.3935555555555556,0.682111111111111,0.6537777777777778,0.9367777777777778,0.5558888888888889,0.8544444444444445,0.3935555555555556,0.682111111111111
