all_working_models_practical_converged,needs_larger_eigensystem,primary_working_model,true_profile_sigma_ratio,true_profile_power,flattened_profile_exponent,correct_gls_hidden_3d_advantage_noise_levels_vs_ols,correct_gls_latent_radial_advantage_noise_levels_vs_ols,global_scale_point_estimate_invariant_by_design,recommended_next_step
True,False,gls_correct,4.0,1.0,0.5,4,2,True,finalize_heteroscedastic_text_and_then_correlated_noise
