protocol,comparison,noise_fraction,metric,n_seed_pairs,n_runs,delta_mean,delta_median,delta_ci_low,delta_ci_high,seed_mean_wins_left_lower,seed_mean_losses_left_higher,seed_mean_ties,seed_mean_sign_test_pvalue_two_sided
retuned_practical,flattened_minus_ols,0.4,test_latent_nrmse_radial,5,60,-0.0030173891116631155,-0.0028896589734404288,-0.0036410857492864754,-0.0023946759746162455,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.4,test_hidden_nrmse_tangential,5,60,-0.010215759165032033,-0.010331180163077158,-0.012815024426841454,-0.007711401338314283,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.4,test_hidden_nrmse_3d,5,60,-0.007939719975268983,-0.00803261986124873,-0.009807728013908642,-0.006197769734370612,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.4,test_working_measurement_whitened_residual_rms,5,60,-0.014768972495867982,-0.016532840921072656,-0.020330687135836314,-0.008582122267872229,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.4,test_true_measurement_whitened_residual_rms,5,60,-0.005223409259089677,-0.004821474506552903,-0.006921595652485,-0.0035241390618717568,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_observed_nrmse_radial,5,60,-0.0006706079571619173,-0.0007687920334440435,-0.001041321106123871,-0.0002860195834799263,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_latent_nrmse_radial,5,60,-0.0023635705714284408,-0.0024947352179790494,-0.0031147386458206705,-0.0015295375857563328,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_hidden_nrmse_tangential,5,60,-0.03194825708285995,-0.02819158226254026,-0.03805406114589465,-0.026128079500793284,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_hidden_nrmse_3d,5,60,-0.023258426868910886,-0.02058994471399539,-0.027572108215698946,-0.019189124662951158,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_working_measurement_whitened_residual_rms,5,60,-0.014450647074538431,-0.016175528146695206,-0.01982402681220203,-0.008404789979308021,5,0,0,0.0625
retuned_practical,flattened_minus_ols,0.8,test_true_measurement_whitened_residual_rms,5,60,-0.0049983118607571835,-0.004028071012121326,-0.0071705023612978576,-0.003147099356529045,5,0,0,0.0625
retuned_practical,ols_minus_correct,0.05,test_observed_nrmse_radial,5,60,-0.0003194368311954627,-0.0005190410205029028,-0.0027415476044956345,0.0021228750214898028,3,2,0,1.0
retuned_practical,ols_minus_correct,0.05,test_latent_nrmse_radial,5,60,-0.0001367789838348695,-0.0007268710718779797,-0.0029280115470591353,0.002645710419576886,2,3,0,1.0
retuned_practical,ols_minus_correct,0.05,test_hidden_nrmse_tangential,5,60,0.01817285839966035,-0.0013189291079840348,-0.012483653151888811,0.05150231496366677,2,3,0,1.0
retuned_practical,ols_minus_correct,0.05,test_hidden_nrmse_3d,5,60,0.013585455484639356,-0.0011972597592332934,-0.009640230852450846,0.039273191740768265,2,3,0,1.0
retuned_practical,ols_minus_correct,0.05,test_working_measurement_whitened_residual_rms,5,60,-0.2877564866550611,-0.296233798004923,-0.40475318258862886,-0.1678305276183431,5,0,0,0.0625
retuned_practical,ols_minus_correct,0.05,test_true_measurement_whitened_residual_rms,5,60,0.07042663742923991,0.05448635417662229,0.023992134241524257,0.10997925379169746,1,4,0,0.375
retuned_practical,ols_minus_correct,0.1,test_observed_nrmse_radial,5,60,-0.0006413134961833266,-0.0011653765951244732,-0.0021618696500561303,0.0009271501408161577,3,2,0,1.0
retuned_practical,ols_minus_correct,0.1,test_latent_nrmse_radial,5,60,-0.0006843808064476021,-0.0014971230586285078,-0.00248896493049893,0.0011532529949988542,3,2,0,1.0
retuned_practical,ols_minus_correct,0.1,test_hidden_nrmse_tangential,5,60,0.01671036678633178,0.016671771581665162,0.013060821425158206,0.02027244188147104,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.1,test_hidden_nrmse_3d,5,60,0.012237653232552966,0.012151535048362028,0.009641260226111122,0.014945485348232106,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.1,test_working_measurement_whitened_residual_rms,5,60,-0.13402545772198338,-0.12541263721570106,-0.1672654394031298,-0.10795404610650275,5,0,0,0.0625
retuned_practical,ols_minus_correct,0.1,test_true_measurement_whitened_residual_rms,5,60,0.05411247703783086,0.045729564806746725,0.02416718373305644,0.08481141558073632,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.2,test_observed_nrmse_radial,5,60,0.0005335068177613418,0.0004099750353872139,-0.0005017469153334456,0.0016299880992006663,3,2,0,1.0
retuned_practical,ols_minus_correct,0.2,test_latent_nrmse_radial,5,60,0.001057750495940092,0.000802185736070618,-0.0005337525404741528,0.0026978366184208557,1,4,0,0.375
retuned_practical,ols_minus_correct,0.2,test_hidden_nrmse_tangential,5,60,0.016219805821539583,0.016521207049583653,0.012565354532321042,0.019966224981588166,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.2,test_hidden_nrmse_3d,5,60,0.012065388125119177,0.012221491015227542,0.009410080060203479,0.014714794542672233,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.2,test_working_measurement_whitened_residual_rms,5,60,-0.046719380774832495,-0.04517863104992115,-0.06566554066367829,-0.031605378065543074,5,0,0,0.0625
retuned_practical,ols_minus_correct,0.2,test_true_measurement_whitened_residual_rms,5,60,0.020211717097156585,0.01830371675494258,0.009556275702215228,0.031251405166052224,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_observed_nrmse_radial,5,60,0.0022565595163954576,0.0022460953415562035,0.001681951732963771,0.0029434560388215463,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_latent_nrmse_radial,5,60,0.0053109309539012195,0.00489439005405802,0.0041887872785083494,0.006467215676962397,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_hidden_nrmse_tangential,5,60,0.014985817142827458,0.015439764423375746,0.011058364143184335,0.01928190558523445,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_hidden_nrmse_3d,5,60,0.011802757455752107,0.012341548533885138,0.00907070361889987,0.014864571817552243,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_working_measurement_whitened_residual_rms,5,60,-0.013886379044802737,-0.011816661176067167,-0.02830398748926051,-0.0016302373522084884,5,0,0,0.0625
retuned_practical,ols_minus_correct,0.4,test_true_measurement_whitened_residual_rms,5,60,0.007979152807751858,0.007022488890521261,0.005182707701369589,0.010822889665816194,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.8,test_observed_nrmse_radial,5,60,0.0007145093964024758,0.0007824078776609289,1.2332406380110078e-05,0.0014138377559455692,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.8,test_latent_nrmse_radial,5,60,0.0024231582179622883,0.002401269656194638,0.001048214547298567,0.0037525211291771616,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.8,test_hidden_nrmse_tangential,5,60,0.05503434478751638,0.053031124186906586,0.04716704473389568,0.06345948419907238,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.8,test_hidden_nrmse_3d,5,60,0.039657407219359356,0.03852056766900225,0.03423153294750375,0.04531533532388857,0,5,0,0.0625
retuned_practical,ols_minus_correct,0.8,test_working_measurement_whitened_residual_rms,5,60,-0.010119488850968897,-0.006614058832450365,-0.023219498615559983,0.0013430194784954791,3,2,0,1.0
retuned_practical,ols_minus_correct,0.8,test_true_measurement_whitened_residual_rms,5,60,0.007367153883851237,0.006386961049968609,0.004529943972539409,0.010625270330591347,0,5,0,0.0625
