constant_mode_index,constant_gradient_rms,affine_projection_relative_orthogonality,loaded_from_cache,kernel_nnz,mean_graph_degree,bandwidth_relative_error,metric_relative_error_vs_cache,metric_condition_median,metric_condition_p90,metric_condition_p99,metric_condition_max,metric_clipped_point_fraction,metric_clipped_eigenvalue_fraction,affine_rms_error,affine_max_error,quadratic_gradient_nrmse
0,1.1137377125325715e-15,3.7606074668278113e-16,True,561454,56.1454,0.0,0.0,1.9122299742357496,3.0581205887043166,4.7250751560029265,7.995128675704103,0.0,0.0,8.67551452490397e-14,1.7114487112279348e-12,0.043776264854563665
