highmode_cache,legacy_cache,audited_low_modes,audited_subspace_modes,bandwidth_max_abs_difference,generator_max_abs_difference,first64_mode_correlation_median,first64_mode_correlation_minimum,first64_subspace_minimum_singular_value
<MOCK_DATA_ROOT>\mock1_diffusion_geometry_bulk_cache_m2048.npz,<MOCK_DATA_ROOT>\mock1_diffusion_geometry_bulk_cache.npz,512,64,0.0,2.6548208076349056e-14,1.0000000000000002,0.9999999999999992,0.9999999999999997
